wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mel_mean,mel_std
Ses04M_script01_1_M035,8,0.004683342,0.00954228,0.0059108064,0.007466719,0.6047904191616766,-0.0107923215182381,0.0027938126457004,0.0680081043150571,-565.7006,74.53792,172.31694,40.856693,-3.7027314,35.695744,16.606012,23.723982,30.001644,20.287054,-1.8705338,18.760239,8.073959,16.574947,6.4657435,9.977226,-6.7218413,11.446897,-1.1633056,8.012986,-3.320241,9.795774,-2.7181492,6.642835,1.9766049,7.0283318,-59.52805,18.39783
Ses04M_script03_1_F019,8,0.010868674,0.021460965,0.013387435,0.016444888,0.3795918367346939,-0.006061060958018,0.0156940972447218,0.1150925923288595,-478.8489,73.28469,147.36052,41.02228,-11.633458,38.53854,11.346018,27.059902,22.994068,17.755836,-4.9319053,17.277014,6.7708335,16.666468,1.4589746,12.4989805,-13.146945,14.041453,-4.2211657,9.808686,-3.186544,11.579241,-1.7946603,7.6603794,3.2095973,8.510694,-61.854107,17.05416
Ses01F_impro07_F011,8,0.021051908,0.04350608,0.0263495,0.034592304,0.4392935982339956,-0.0052207915359758,0.0576400160589552,0.8601684933245277,-406.68262,72.956314,145.18633,41.400303,-8.115925,37.327473,0.7760401,23.90954,25.155127,14.031146,5.7702837,12.721601,4.047463,12.708096,-2.4433444,12.284703,-13.411174,13.158605,-2.461395,11.064328,5.7573147,11.867961,1.5250438,8.191499,-2.282388,8.536285,-63.06976,16.512632
Ses01F_impro05_F013,8,0.014623522,0.02648298,0.018181479,0.0191982,0.4615384615384615,-0.0062778067331237,0.0286920925470461,0.2072603837444982,-448.95236,76.37291,174.36266,40.45719,-28.410355,36.378925,4.861961,17.876207,33.42674,17.190502,-8.292054,12.442719,0.24734882,10.780677,6.8219123,8.5860615,-9.446816,11.141356,0.7166246,8.688193,6.722523,9.141198,-3.0870452,11.779788,-2.1322942,11.262938,-57.988297,18.886606
Ses04M_impro07_M028,8,0.006118155,0.009670828,0.0077329194,0.00573813,0.2485549132947976,-0.0097646698122844,0.0051776787513029,0.0230287914180696,-529.43207,53.246655,195.52974,34.542286,-8.115354,32.100246,14.392832,21.069618,33.431797,17.440935,-8.610609,19.26165,-2.051183,16.34546,2.2156558,10.610912,-8.341845,9.282413,2.1436086,8.675859,0.15315744,6.538182,-5.6919165,10.034145,2.2709925,4.9447436,-56.730892,19.49439
Ses04M_script03_1_F020,8,0.006646667,0.013167859,0.008381284,0.010130461,0.5255813953488372,-0.0142947383210412,0.0057905929254815,0.0423577881821674,-524.62396,81.95715,148.24435,37.21535,-7.7271667,45.8339,1.4267124,18.465815,12.869613,16.45956,-9.787998,20.936972,7.8330245,11.968226,12.727276,14.361298,-6.0529776,15.310858,-4.965785,8.050047,0.2663968,9.665147,-0.27223694,6.535341,0.07172589,6.699431,-62.509544,17.227636
Ses05F_script02_1_M015,8,0.0063101454,0.009567468,0.0078371735,0.0053990353,0.1733333333333333,-0.0031537747418042,0.0054297788478251,0.0168570526419229,-535.2312,34.549767,187.31534,25.625443,-7.421069,23.627405,22.781902,20.175217,22.372581,12.280004,-16.281334,12.053996,10.7920685,15.941733,5.250861,9.902009,-13.555993,9.559032,4.315407,11.6866865,-1.020535,12.452665,-8.495491,8.113882,1.9263058,9.701693,-56.924923,18.507353
Ses03M_script03_1_M026,8,0.00581802,0.009969001,0.0074822865,0.0065809544,0.3023001095290252,-0.0031983354347175,0.0046801622308128,0.0979079485255891,-513.7967,62.836555,186.57317,37.288445,-26.812916,35.1628,14.673075,20.745903,33.470955,21.19251,-12.886698,23.713259,2.7673824,17.21862,8.677432,10.89031,-5.661812,11.16488,-3.6613734,12.67985,-9.378426,10.047893,-4.0959964,8.434038,3.3750544,9.709694,-56.109585,19.43555
Ses03M_impro07_F020,8,0.0041802768,0.0064097955,0.0052123168,0.003664071,0.2469135802469135,-0.0060109832702437,0.0025115443937111,0.008925015419704,-573.5412,46.239925,200.825,32.87433,-45.59048,25.042255,26.44408,26.496864,25.373638,20.920273,-26.36512,18.397375,20.575794,16.183052,10.519334,10.888338,-12.754935,11.23483,9.407931,11.550679,-7.2186594,9.15548,-9.901219,7.8676815,6.953196,7.3225355,-51.702503,20.71066
Ses04M_script01_3_M012,8,0.0042607263,0.0074678347,0.0053125075,0.005212416,0.4686468646864686,-0.0094010283646639,0.0023936057069045,0.0270014209877846,-564.2053,68.82422,179.07373,38.21861,-8.796517,34.54859,13.178293,21.871927,28.795431,17.406902,-0.3938506,11.842262,12.271475,13.87816,6.7108,9.861694,-7.6256294,10.279157,2.2826014,9.826024,-0.94784987,10.642782,-2.461293,6.9715037,4.0730925,7.4351153,-58.36772,18.61101
Ses05F_impro05_F032,8,0.013612116,0.020944862,0.016926747,0.012313721,0.2210031347962382,-0.0075933489824819,0.0257702241659356,0.3056096435056087,-459.7692,55.36412,181.02542,32.521248,-34.60158,34.005154,-0.096098036,27.811724,29.192162,25.022266,-19.118355,20.609165,-3.518805,13.971731,8.1747675,11.327632,-17.515903,12.975529,-2.6320467,8.296691,9.607369,12.440279,-7.6522465,10.570729,-2.1086729,7.552129,-56.985344,19.417229
Ses04F_impro03_F028,8,0.03202886,0.048044782,0.04051048,0.02476128,0.1349206349206349,-0.0254931692325044,0.1413781295448819,0.4377881830933029,-352.02042,48.975407,204.17842,21.96936,-78.22998,25.974909,-3.6123683,21.153336,34.012486,21.598524,-21.338139,13.408178,-4.4738297,14.395831,-5.5044904,12.840854,-15.847929,10.41281,-0.8278183,8.136826,-10.336661,13.736987,-6.3911524,7.4454017,1.4930197,8.259451,-50.180588,21.723972
Ses05M_script02_2_M004,8,0.0056869346,0.009303383,0.0071495846,0.0059324186,0.4210526315789473,-0.005537603101402,0.0043858658170963,0.0220270549119674,-550.4804,59.51618,185.53712,31.621643,-11.959172,32.37924,24.694345,25.023186,28.097826,13.056803,-9.048395,16.331549,16.701935,13.88453,6.926686,11.037052,-10.637285,11.41794,7.9312153,9.138145,-0.89146924,10.8548155,-7.3539314,9.841528,5.5730457,8.5466385,-56.767117,18.961975
Ses03F_script01_1_M023,8,0.0029473084,0.005735523,0.0037061456,0.004371764,0.5273224043715847,-0.0072270013333763,0.0011374337630524,0.012475160584371,-571.78357,67.39299,170.32793,33.40534,-18.854132,31.843283,15.313424,18.279587,26.575703,13.726612,-7.787889,14.359476,10.814989,13.701475,6.2551575,9.556259,-6.4141498,12.935638,4.567017,9.187375,-3.0486114,9.761113,-1.6711266,6.3630366,7.7866306,9.028078,-58.410114,17.767923
Ses03F_script03_2_F032,8,0.0026845771,0.0042004213,0.0034222284,0.0024295643,0.2,-0.0087910939328139,0.0009957956685831,0.0081479021915188,-579.4728,39.73625,186.44196,31.96382,-29.121292,26.318491,23.744986,31.866161,25.955067,17.375225,-18.571259,14.142825,11.8312645,19.419304,3.7734728,12.278573,-9.928476,10.031095,8.823578,12.372099,-4.260641,9.862785,-6.3468714,7.9238505,7.379088,8.04445,-55.108574,18.891453
Ses05M_script03_2_M019,8,0.011968022,0.021015214,0.01498738,0.014666031,0.3137254901960784,-0.0036235469451639,0.0195897588387198,0.0504135072095147,-460.46725,69.317986,161.49203,34.004063,-35.230026,39.176796,42.48328,24.077402,44.931435,24.374187,-11.758914,14.476743,10.996802,18.066671,-7.039446,14.563619,-23.27883,8.857479,7.301413,10.224948,0.39472938,10.252768,-5.535196,7.153575,3.2986712,9.310669,-56.627117,18.643747
Ses03M_script03_2_F008,8,0.0015552393,0.002851267,0.0019820784,0.002048055,0.2686915887850467,-0.0092224254331085,0.0003219541645278,0.0044675871461201,-615.6225,40.82475,192.23528,25.631329,-39.37728,26.873732,18.460232,21.166609,28.28608,11.149222,-15.511555,12.560546,16.416674,12.211445,5.797418,8.735047,-12.262811,8.54731,9.97254,8.4177265,-0.15672363,7.0175095,-4.0812464,7.236387,7.8410006,7.9487257,-53.859634,19.043272
Ses02M_script02_2_M033,8,0.00861191,0.013826105,0.010923648,0.008383188,0.3046875,-0.0045500196392822,0.0099588146632136,0.0318749818638228,-477.09677,62.56877,192.45789,36.137043,-48.142433,31.14844,35.923866,28.300068,39.734093,17.736135,-18.670872,15.374757,11.131529,23.640364,-6.7651167,10.424082,-20.733582,12.052537,5.217573,10.59131,-11.067909,9.449674,-9.071476,8.151484,7.3961253,7.907828,-52.25965,20.633226
Ses03M_script03_2_F009,8,0.0011580552,0.0018738398,0.0014605679,0.0011606396,0.0,-0.0068425147219386,0.0001839100672314,0.0006633431412684,-654.79,29.59804,203.11441,19.046408,-38.551003,15.684234,30.048344,11.769736,34.494602,13.267179,-16.221264,7.527921,15.942988,15.740129,3.716458,11.295906,-7.7441,7.3229737,16.316717,8.951804,-1.7906046,5.3328557,-4.5439076,4.327067,8.875855,6.4425116,-51.91547,19.760784
Ses03F_impro03_M018,8,0.0021409432,0.0037634429,0.0027983119,0.0025108561,0.3392330383480826,-0.0082399001257726,0.0006347214002475,0.0064666458358162,-590.5448,54.67597,208.2235,33.83585,-36.5794,28.635592,6.226474,19.778624,28.198366,13.722965,-15.094466,12.387759,9.637283,13.613235,10.205239,11.243771,-10.212605,10.372405,2.479735,10.507506,2.0679083,7.7630625,3.2148302,8.321057,10.255585,6.906686,-53.06915,20.580267
Ses01M_script01_2_F002,8,0.004976679,0.009053939,0.006289201,0.006502633,0.3675213675213675,-0.0096679805210442,0.003315918221596,0.0191451801806998,-508.98218,40.673096,193.9174,23.798346,-26.116285,19.014378,14.151211,14.441079,30.273542,9.331067,-6.1029263,7.7359853,14.901764,8.818808,2.4705143,8.953943,-14.675577,9.242854,6.5585685,8.851037,0.973745,8.751248,-2.0254023,7.00413,9.5121565,5.3700643,-55.1776,18.717478
Ses03F_script03_1_F012,8,0.004507889,0.0073941997,0.005705317,0.00470138,0.2640449438202247,-0.0080671152318245,0.0027969250919711,0.02085735366227,-548.6617,47.500774,190.01892,23.316673,-42.079178,30.99971,7.6967316,17.624699,29.664715,13.375183,-14.449369,15.547589,9.717247,12.4235525,11.0642395,13.681105,-10.938618,9.270921,-3.7881522,14.476319,-3.619402,8.499079,0.9506716,8.857377,6.2941036,7.014334,-54.58317,19.478626
Ses05M_impro07_F002,8,0.028992865,0.041024722,0.036091585,0.018738598,0.099236641221374,-0.0051269330469949,0.1190926568581101,0.3089432985978444,-353.7702,37.920383,186.2002,30.20098,-69.910324,19.742022,23.25132,24.78258,16.75753,20.71416,-36.38674,14.01768,15.060521,17.613176,-6.9557695,10.283411,-26.650414,9.924662,2.7731388,12.034516,-13.653963,8.604364,-5.7581687,9.254816,6.5442986,9.576571,-50.712185,20.322979
Ses01M_script03_1_M034,8,0.03833366,0.09496413,0.046142425,0.08198131,0.4061757719714964,-0.0179488597495947,0.1874846529734008,3.065617037012318,-342.80698,72.781265,142.10318,40.393623,-2.1647108,36.126366,4.248127,19.227392,25.12916,18.600744,1.588741,18.754705,-1.9691176,15.98021,2.1241393,9.508776,-2.6321871,11.252138,-5.2013793,11.3252,-8.141122,8.978757,-5.01671,7.770387,0.11688435,9.024542,-63.739204,16.172142
Ses05M_script01_1b_F029,8,0.005507567,0.008879128,0.0069546406,0.0054967785,0.314410480349345,-0.0099072531156707,0.0041651799666313,0.0270284095002465,-535.989,49.136005,185.8606,30.853464,-30.216852,30.876175,39.900852,26.970285,39.596947,24.51791,-17.074781,19.808271,15.039542,11.808387,5.2862563,9.531116,-13.671197,12.973703,7.1306934,12.189675,-5.059422,9.250838,-3.5643418,8.349895,12.652368,9.852745,-54.520733,19.395184
Ses05M_script02_1_F010,8,0.0018721151,0.002518269,0.0022857017,0.0010495571,0.0,-0.0132091772684361,0.000507618613117,0.0027686431872487,-637.71027,21.375866,216.37036,13.10172,-27.522202,12.159992,29.592625,11.846453,33.98709,7.4635897,-15.505321,8.529781,20.30068,6.79425,8.704326,5.1584754,-15.208623,8.2228985,9.989519,6.003433,3.3674006,4.8185267,-2.122099,4.571135,10.368395,3.4277098,-51.57601,20.482525
Ses01M_script03_1_M025,8,0.008090697,0.016376292,0.010017566,0.012929963,0.5348837209302325,-0.0059586609495454,0.0082545454648766,0.095864710211226,-471.78156,48.906956,157.34167,36.547047,-5.2995563,19.384924,23.290602,20.808567,19.605732,12.0278225,-11.016625,14.453981,14.50437,18.80781,4.9277024,7.577408,-9.939667,9.155304,7.8491874,10.072939,1.0022644,7.6878376,-2.5573866,6.6170363,8.184457,7.563587,-60.496983,16.146677
Ses03F_script01_3_F004,8,0.0010159555,0.0019114455,0.0012886348,0.0014100543,0.0,-0.0140822394314454,0.0001416171851673,0.0009099732212418,-645.5657,42.44314,187.48808,15.520004,-23.273682,24.420076,21.384102,11.980915,28.566133,11.053028,-16.324574,8.38359,9.794659,9.90067,9.558887,8.2309885,-4.177518,5.630575,9.910677,6.3440876,-0.52053446,6.8755016,-4.9839153,4.1153393,6.1423993,4.4136367,-55.782356,18.147743
Ses03F_script01_1_F027,8,0.0017376713,0.0035959694,0.0021929005,0.0028490082,0.602880658436214,-0.0095780760602792,0.0003871065046071,0.0065887806507336,-623.6826,47.44649,183.03293,25.06788,-21.376354,22.611189,10.71712,13.743693,25.732939,10.77966,-12.110837,12.332831,9.223936,7.9450397,10.776789,6.62652,-5.4975996,6.018581,6.0381427,6.594362,0.89868367,6.542811,-4.2383575,5.584859,5.286566,4.98422,-57.049236,17.929354
Ses02F_script03_2_F001,8,0.0063331807,0.009949104,0.007948935,0.0059574856,0.2357723577235772,-0.0050888202167698,0.0055014837471858,0.0268915222813942,-511.83594,40.244167,184.66342,34.42603,-37.10572,29.998774,15.510872,27.483536,24.367144,16.92701,-21.363224,15.606305,7.562305,14.286667,3.0407486,11.7575655,-15.21091,10.7879715,0.24687281,10.571743,-7.1533284,8.185166,-7.020993,10.348802,6.40441,7.7447376,-55.072903,19.005644
Ses01F_impro04_F011,8,0.009241279,0.016054306,0.011551199,0.011054465,0.3740458015267175,-0.0097950469353236,0.0114121302536115,0.0384087515216038,-493.0917,65.57757,211.70345,36.698696,-27.418623,29.157927,8.698182,16.861547,32.154884,14.849377,-11.127879,10.584932,5.6760793,9.445294,5.037672,9.534135,-11.53144,11.439697,4.7175617,10.911845,3.7167432,6.1591477,-1.7355059,8.719371,7.3871717,6.544612,-53.4611,21.040258
Ses04M_impro07_F024,8,0.009053343,0.014030325,0.011501088,0.0080205295,0.1644736842105263,-0.0072189386628451,0.0114481500718287,0.0941632108213073,-466.38388,52.759914,190.16817,27.554003,-25.47471,40.362453,4.6592464,20.126118,35.49981,20.993643,-10.94746,14.170622,-5.151387,15.398188,2.2718554,11.019493,-16.097519,13.66136,-3.613742,11.2904415,3.962286,10.2470665,-8.863993,7.71272,-3.4730275,9.069987,-56.558804,19.488033
Ses01M_script03_2_F007,8,0.010176589,0.018043239,0.01260148,0.012895549,0.4364326375711575,-0.0067825321821146,0.0137624367064127,0.1770210766551398,-475.6352,48.71922,178.4751,30.647028,-6.9534693,21.906523,7.708015,14.605193,29.731821,18.332506,-3.2757764,13.179717,3.0980945,11.511575,5.276049,11.171687,-10.846172,12.559493,-1.3803266,10.403181,4.2668,8.671678,-1.9678091,8.525941,2.0644329,7.252491,-59.147552,17.713852
Ses03F_script02_1_M028,8,0.006714476,0.011662493,0.00851395,0.007968112,0.344378698224852,-0.0040747377170191,0.0061561202866356,0.1403116799869895,-488.99127,56.415783,159.46254,39.056957,-19.038471,30.736496,24.311356,22.456182,27.766691,17.900146,-16.785582,19.689608,4.4492598,17.502876,5.2849736,10.712319,-10.010808,11.574296,-4.445133,15.31942,-9.560498,10.248007,-3.542323,9.958212,2.9048703,8.688863,-59.224552,17.17285
Ses05M_impro01_M006,8,0.008157425,0.014250646,0.010861083,0.009222046,0.3793103448275862,-0.010937931619992,0.0089865084744207,0.0217195188179444,-485.5344,72.28498,214.49506,37.132874,-36.355648,35.30865,9.937519,22.437729,26.345055,19.862541,-17.805286,16.7508,7.3004775,12.617769,3.1732507,11.008109,-10.669538,6.5235395,6.483324,8.543064,-0.8969271,8.63084,1.5708357,11.693,13.272579,9.503947,-52.013733,21.754951
Ses01F_script02_2_M045,8,0.0042159376,0.007027224,0.005376327,0.004509059,0.2736842105263158,-0.0069399488893395,0.0023801549540108,0.0121331086255448,-537.43225,45.173325,205.56554,27.559153,-23.865686,19.32141,23.661142,14.354576,33.121143,9.825861,-9.897822,9.283976,13.552649,9.05868,0.5998249,9.837333,-14.98538,9.264627,7.044968,6.802445,0.77822393,8.207367,1.2530601,4.9431887,11.224288,6.494651,-53.516552,19.861576
Ses03F_script02_1_F008,8,0.0014723234,0.0031859751,0.0018650908,0.002356683,0.3556701030927835,-0.0098708278528647,0.0002772523312915,0.001864657420563,-613.8902,50.047333,175.44089,22.711472,-20.13823,23.188004,14.937064,14.231312,21.83199,10.422581,-14.891563,12.222724,10.514187,12.388961,6.6344314,11.088857,-9.37137,9.83092,7.6861787,9.09444,1.3249073,5.896911,-4.201153,5.866704,7.623388,5.8169374,-57.43225,17.37483
Ses04F_script02_2_M036,8,0.013362917,0.024775842,0.016533427,0.018396683,0.4130434782608695,-0.0115422844828572,0.0234411017352902,0.0981612443242735,-434.75586,64.60426,141.96361,39.84876,-43.453136,30.170689,29.603354,25.85217,44.160946,20.985758,-12.114965,10.791208,-0.42458752,24.041689,-6.8168936,16.96492,-17.093576,12.655174,2.1443672,14.128019,-4.4115815,9.367594,-6.6327214,8.756888,2.3527544,8.572613,-59.01071,17.12507
Ses01M_script03_2_M002,8,0.007706488,0.013193427,0.009639292,0.0089465175,0.4728260869565217,0.000552041285573,0.0080009145603563,0.0600467515482523,-495.41974,44.89269,185.71625,29.24821,-10.537895,15.10834,14.245526,8.885681,32.72916,11.928909,-2.1278303,7.261143,9.174238,7.3228455,4.212937,10.569928,-10.1936455,10.620042,7.279849,4.615928,4.934728,6.0958767,-4.8308854,7.2257648,3.716428,6.8991957,-57.65105,18.010408
Ses05M_impro04_F038,8,0.001878886,0.0028590646,0.0023599854,0.0016073443,0.009090909090909,-0.0101570758488378,0.0004913813424008,0.0053212614416168,-623.8804,42.525063,211.26065,19.0587,-32.058636,22.752172,22.576822,12.158913,33.95875,9.668547,-13.805527,10.72936,15.994264,10.439859,7.45795,6.9494457,-11.202309,5.018964,12.2492695,6.3215823,4.4253383,6.041934,-1.1558888,4.3714037,11.018603,4.8143578,-52.253468,20.368647
Ses04M_script02_2_F037,8,0.0011308496,0.001545376,0.0013853154,0.0006788737,0.0,-0.0167593516380293,0.0001855543485929,0.0005765299210482,-672.0381,22.932802,213.64609,16.220898,-21.22801,8.141804,22.491045,7.9382935,28.070555,6.0691524,-12.652798,5.8276277,18.544775,6.49596,7.283754,5.8122363,-10.419051,3.6213171,10.610615,5.902009,0.061817806,5.229715,-2.7440844,5.046851,9.848665,6.071726,-52.793144,19.918396
Ses05M_script03_2_M003,8,0.0066170143,0.012983585,0.008409997,0.00988037,0.5162162162162162,-0.0084175371739547,0.0056526997511559,0.0610127678566623,-514.7077,68.610405,167.0026,39.0153,-9.638628,37.925682,15.787368,15.91438,29.37406,23.190691,-5.2599416,17.122955,8.547092,14.128959,8.560241,9.150177,-7.9547033,10.682211,-0.9612509,11.20296,-1.8501872,9.827821,-2.411442,7.5213223,4.9052954,10.102392,-59.73216,17.825003
Ses04M_impro05_F005,8,0.012671632,0.017904874,0.015969163,0.0077561233,0.1596638655462184,0.0001690778219654,0.0231864908601838,0.065405989638529,-431.37762,37.032913,230.88219,31.297514,-59.09252,14.849098,16.152548,27.044413,42.223038,20.348942,-18.686975,17.254993,5.583474,18.566963,2.0289001,9.748626,-15.062312,12.12529,0.93810046,11.682476,-8.565791,9.434626,-4.8480854,9.819937,7.9892673,10.649583,-47.99985,22.865774
Ses03F_script03_1_F010,8,0.0018170215,0.0037264067,0.0023043293,0.0029216208,0.4727272727272727,-0.0081747293734224,0.0004190243078617,0.0022935415356451,-610.3223,47.978745,170.7718,23.876331,-13.240137,23.832285,15.451276,11.083849,22.621832,9.132837,-9.726943,9.196554,10.978612,16.459429,6.020649,11.183548,-6.393966,7.098684,7.2564244,5.7888427,-1.1539197,6.506837,-3.4464245,5.2423086,7.5198183,4.305203,-58.774788,16.8714
Ses02M_impro08_F015,8,0.008389474,0.012375544,0.010411818,0.006590345,0.1022727272727272,0.0004020565427254,0.0098757706342372,0.0192108724690888,-504.44025,40.054882,225.16237,25.06139,-9.680471,19.936512,11.997425,12.208846,26.750587,14.26776,-14.985184,13.213235,-0.31048852,9.344121,6.2699447,10.533958,-0.3159252,7.8326283,2.7399454,12.114789,-11.48504,8.99004,-8.133307,8.037488,5.7809405,6.2607,-53.099854,21.276226
Ses05M_impro04_M036,8,0.0026264072,0.0056235967,0.0033423626,0.0045108018,0.1333333333333333,-0.0100039005701546,0.0008831384341706,0.0074061060252729,-579.55396,62.024902,167.08237,31.733894,-10.132703,33.903633,20.692217,19.91279,26.420393,11.242134,-8.927695,16.8104,13.797851,14.025679,9.960154,7.090622,-9.761038,8.632327,4.139194,9.082166,4.3326683,6.081705,1.6012117,5.2169056,10.168345,6.482599,-59.30855,17.33114
Ses05M_script01_1_M027,8,0.0060547483,0.013060159,0.0077601173,0.010503376,0.5905882352941176,-0.0083817712948075,0.0046355289569562,0.1927268561304729,-527.59424,73.0898,154.19905,40.385036,7.928607,31.356941,15.102717,20.291164,22.712511,14.994249,-3.8464837,17.824156,4.274705,13.618702,5.0775795,9.401301,-5.883045,11.444539,-0.5584322,10.293941,0.47104204,9.926007,1.1534545,7.799411,6.3477154,7.9318933,-62.655796,16.773693
Ses03F_script02_1_M008,8,0.0035841942,0.007079275,0.0045724465,0.0053993408,0.4661746617466175,-0.0074611948548408,0.0016880138310488,0.0442841989245876,-534.3987,65.11239,163.083,37.085823,-24.86546,32.99515,16.974957,19.854525,24.479486,14.606587,-12.922084,18.017933,11.000828,13.504777,4.693265,8.099705,-12.034199,11.65383,2.230528,12.14507,-2.6308575,9.643239,-1.2123035,8.529374,8.2107,8.578211,-58.582214,17.367052
Ses01M_script02_2_F027,8,0.0039066155,0.0061704083,0.0048169126,0.0038124851,0.0314465408805031,-0.0089487748482497,0.0020709461044775,0.0096676407513152,-537.5367,19.948088,195.94276,19.483429,-22.263735,14.410299,23.032745,12.7298565,30.013254,9.510375,-12.277726,11.871192,17.593992,8.253349,9.049496,6.2990637,-12.205841,6.3769717,8.828536,7.9311757,2.9317677,6.316564,-3.0927913,5.486144,8.915328,4.9992313,-54.784676,18.553617
Ses04F_impro04_M000,8,0.002762056,0.00529047,0.0034462991,0.0040143095,0.5382585751978892,-0.0084254825196694,0.0009754942736451,0.0122206308680199,-586.2704,52.083942,186.43846,32.628307,-25.620792,20.940773,21.064392,14.65317,36.52317,16.258434,-8.18098,10.418101,6.8600187,13.947998,1.7823912,9.565067,-6.4097967,6.5133724,9.928854,9.089907,-3.5196385,10.183097,-6.670382,5.784847,6.5052395,6.315572,-55.860577,18.61107
Ses04M_impro07_F020,8,0.01132794,0.019920412,0.014411475,0.013749411,0.332425068119891,-0.0103581605799263,0.0175792025771686,0.1480919979325631,-438.5545,68.19403,167.78148,45.384396,-34.587578,32.74968,3.6005933,23.995232,27.613531,19.967558,-12.5554285,17.59557,0.87790376,17.33057,2.396987,11.298383,-13.65451,12.907724,-1.6729457,11.867003,-0.101054676,10.228693,-2.627639,8.830682,5.2825,9.495758,-58.094994,18.383417
Ses01F_script03_1_M031,8,0.011799379,0.019760564,0.014615475,0.013248016,0.3963963963963964,-0.0015736924297016,0.0189728649429457,0.0975057060684727,-466.39215,53.443367,188.00632,40.529823,-6.8661127,21.419327,6.7349524,19.794552,21.668467,12.015932,-9.402612,11.561572,4.1361465,13.958818,6.190057,7.5598903,-7.470661,7.845882,-1.7172494,11.708475,-3.6277559,9.971567,-1.3035667,7.8745313,8.305848,8.29085,-57.86538,18.656738
Ses04F_impro07_M012,8,0.011966956,0.019635007,0.015180209,0.0123942355,0.2792792792792792,-0.0021660634956788,0.0198981276862756,0.0789592429246759,-431.949,61.651165,175.66533,37.12119,-42.026665,26.823599,19.434315,20.190596,49.608047,16.707262,-10.657761,14.407651,-7.226828,15.132973,-1.3945315,9.027582,-12.526526,12.642799,-2.2928042,12.054036,-4.838777,10.749799,-7.3522816,8.671799,0.8071998,8.500635,-56.14103,18.93459
Ses01F_script01_2_M005,8,0.0025197428,0.0036558416,0.0031748032,0.0017891392,0.0,-0.00479499112771,0.0009070262982868,0.0029085813246686,-560.16187,23.71372,219.47969,22.40351,-53.510334,20.519583,32.85935,19.875307,26.485899,7.4706593,-27.339712,12.927323,25.025833,13.220422,4.045114,4.7111034,-14.458216,7.6602497,19.159441,5.8742537,-1.123159,5.2748947,-3.2710364,4.430977,14.723011,4.2200365,-48.29056,21.401356
Ses01F_script02_2_M030,8,0.019133048,0.031442124,0.023726316,0.020620732,0.3808167141500475,-0.0065380227169953,0.0497245205255255,1.0413432229527655,-432.92438,55.716488,176.20543,36.93786,-12.255728,31.637444,11.777361,23.867796,27.283562,20.162683,-2.9334993,15.004273,8.124463,14.319184,0.14186518,11.2903385,-11.875005,11.410104,0.9559452,10.125823,-3.529952,9.666402,-4.7881947,8.321427,2.727813,10.447205,-58.5359,18.252394
Ses04F_script02_2_M048,8,0.0021768236,0.004054416,0.002808406,0.0029206874,0.3315068493150685,-0.0123152967717032,0.0006316255533377,0.0072958785355728,-614.56866,40.456203,187.97476,25.084757,-4.4067397,21.376629,24.790277,15.600736,31.845882,12.195869,-10.993787,11.486446,5.352288,12.775021,6.574893,7.2693205,-5.749631,5.871752,5.61121,7.182288,-0.58416826,7.401137,-4.087216,6.008276,5.321527,5.702675,-57.34093,18.154423
Ses02M_impro03_F009,8,0.012407872,0.017661834,0.015580032,0.008174458,0.2073170731707317,-0.0098567461463972,0.022114710973152,0.0433326857878108,-445.02777,52.584007,213.41003,38.417816,-63.448402,15.420123,32.89565,21.792065,51.936333,20.655718,-19.585854,14.239742,2.206049,11.634888,-5.125215,8.94337,-16.200369,7.3609605,2.2942228,12.009212,-11.377206,8.345001,-3.7109888,8.433052,4.6588063,10.431025,-48.507294,22.171955
Ses01F_impro05_M021,8,0.04234617,0.10072942,0.05199634,0.08598643,0.4574314574314574,0.022528483896167,0.2252350523038236,7.147664483319391,-339.0758,83.99467,129.0771,40.786114,0.71282226,47.700966,2.2022784,24.434814,14.7886915,17.905964,1.6400027,20.548943,2.913608,13.986832,-3.3558023,10.683776,-9.369606,11.991879,-5.663309,13.053387,-6.124993,11.303546,-1.8421538,11.770759,1.4228384,14.219785,-65.31455,16.072266
Ses01M_impro07_M012,8,0.021423217,0.038392425,0.026774475,0.027283493,0.35,0.0058751456890604,0.061144790835677,0.4821424479293688,-397.89267,60.523014,180.1365,36.89495,-21.377728,31.896196,1.8497394,23.127703,23.925425,15.505877,-9.199138,14.379192,3.0828543,12.156429,5.915964,9.451716,-8.027115,8.953141,-1.3383094,10.063583,-1.6411539,10.594556,-3.2126272,9.531331,1.8744736,8.655276,-57.76893,18.513792
