,Unnamed: 0,wav_file,time_gap,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
2319,3070,Ses02F_impro07_F004,1.1999999999999993,2,0.011820776,0.017256796,0.015044455,0.008307667,0.125,-0.0048277120185957,0.0194530413962069,0.0493036138974835,-427.25912,31.90171,201.44937,28.412615,-79.08402,21.782991,25.069754,26.82898,13.181449,12.495222,-36.286907,10.61466,24.173967,16.751263,-1.6515683,11.112063,-11.187216,7.472512,18.764744,11.899385,-11.996078,14.575641,-0.44746548,9.843303,14.710224,5.479751
2320,3071,Ses02F_impro07_F005,1.108900000000002,2,0.023280561,0.036574163,0.029556716,0.02137596,0.28125,-0.0010881768730541,0.0755827464677272,0.1703812938481965,-358.47916,55.244995,200.9623,47.539665,-75.95484,22.275688,10.774615,35.16499,24.306524,18.606743,-32.025066,11.341425,9.129221,12.642172,1.5616432,14.5126705,-16.377192,9.312102,3.6990306,13.720122,-9.700179,7.518747,-4.5191174,9.048084,6.565613,8.019323
2321,3072,Ses02F_impro07_F006,1.9017000000000015,2,0.025090003,0.03406309,0.031589884,0.0125516215,0.024390243902439,-0.0040592208279122,0.0916188810361302,0.3013692991711235,-362.07242,29.620474,216.6845,23.870672,-76.55486,22.607779,14.345756,16.722645,12.323048,15.638953,-44.862408,14.04175,12.000438,14.04533,-2.276823,16.685453,-22.92977,11.912954,6.176479,7.7303,-9.510039,8.961153,-6.5126777,10.283414,5.808973,8.104033
2322,3073,Ses02F_impro07_F007,6.157599999999995,2,0.021598952,0.03851225,0.027131783,0.027285686,0.2655367231638418,-0.0092927730293013,0.061520793603229,0.9776642789271612,-396.72528,69.804756,163.32584,30.431644,-42.328327,40.851906,0.5479356,20.740496,21.13214,22.923494,-20.167313,21.684305,-5.5550056,16.766886,-2.5913532,14.129901,-11.226617,12.863954,-1.7975554,12.662884,-7.935733,9.943834,-7.45197,10.7089,-0.33831626,10.056857
2323,3074,Ses02F_impro07_F008,7.719999999999999,2,0.011006965,0.0165411,0.013809539,0.009104101,0.269172932330827,-0.0081888674685615,0.0169871917714594,0.2389112547567493,-460.91742,58.635365,194.54828,33.474335,-56.69314,32.004272,15.842819,19.903784,28.65773,17.344841,-25.373478,13.210733,5.9165444,15.875665,-0.87914836,13.679811,-14.547044,9.886457,8.244987,10.318097,-3.9415805,11.940492,-6.9346848,8.906603,3.1688943,8.262302
2324,3075,Ses02F_impro07_F009,4.260000000000005,2,0.015403115,0.02326676,0.019271977,0.013031765,0.217983651226158,-0.003814974661509,0.0332236698662653,0.2187310099608149,-417.26898,57.71824,189.54752,35.54889,-41.852516,27.532726,5.068727,19.155205,27.382221,23.058697,-25.177067,15.106521,-4.982471,12.296478,7.339574,12.024261,-8.918865,11.768833,-3.749706,9.968791,-6.9978485,10.001843,-5.2790303,10.431537,6.129255,9.075174
2325,3076,Ses02F_impro07_F010,5.169999999999995,2,0.00939121,0.014855098,0.01191647,0.008844146,0.2847533632286995,-0.0063598217820981,0.0121971742697248,0.1185124681077755,-473.55237,57.39641,176.58463,32.764046,-32.058838,31.549768,6.8929377,21.888138,36.91303,17.7752,-10.439423,14.142018,-9.602094,16.817154,-4.6824956,10.176643,-11.943433,8.956519,-0.8623982,9.139103,-2.3614912,10.388404,-5.7793975,8.803984,0.35817745,7.5864778
2326,3077,Ses02F_impro07_F011,8.120000000000005,2,0.013393778,0.021528121,0.01706714,0.013105382,0.22,-0.004007341885881,0.0244404990054224,0.4490387011595923,-444.1963,75.89667,198.1984,35.462452,-44.94595,42.004856,5.618106,18.524431,28.265057,16.589167,-21.92961,18.389772,-1.015644,13.480368,2.4715865,11.862524,-13.613528,9.777542,-1.1311164,11.423826,-5.4721065,8.629538,-6.4751325,8.811664,4.398469,11.083053
2327,3078,Ses02F_impro07_F012,5.25,2,0.0065409513,0.010787677,0.0082372585,0.0069379536,0.3818984547461369,-0.0067081159613735,0.0058071040053898,0.0696455086054307,-513.67145,57.257965,170.4259,31.837463,-25.4199,30.79709,13.629264,20.745298,29.935314,15.824964,-12.903402,15.368467,-0.49752584,13.430998,-1.0398086,14.230935,-12.223607,11.308087,0.08626639,10.982945,-5.8995643,9.011271,-7.456449,8.01257,6.168399,7.0367794
2328,3079,Ses02F_impro07_F013,3.299999999999997,2,0.008347189,0.012104573,0.01051855,0.0059342813,0.1894736842105263,-0.0036830310818913,0.0099084373955464,0.0628700144462257,-477.83716,41.970554,211.65068,28.141579,-55.965824,27.997173,33.726814,19.020853,39.389023,16.871994,-26.229164,11.803764,9.717744,13.952001,-2.3678904,7.9199624,-19.781641,11.60345,6.0406647,9.619962,-8.059124,9.880116,-5.363743,8.52311,9.788831,8.7107525
2329,3080,Ses02F_impro07_F014,6.259999999999991,2,0.010298725,0.01665325,0.01331022,0.009980747,0.187037037037037,-0.0053496569307753,0.0145499825409646,0.1940269454063352,-462.4336,55.128185,201.4026,28.233738,-47.29147,33.76689,4.040033,21.814676,30.27892,15.5718565,-16.553833,13.480286,1.3791817,12.915389,-0.4664562,11.178622,-14.652208,8.252863,0.011023628,11.243204,-6.372478,8.863816,-7.2664623,7.670843,4.7695537,6.5379853
2330,3081,Ses02F_impro07_F015,3.950000000000003,2,0.0076114675,0.011698753,0.009746752,0.0064287395,0.2346041055718475,-0.0055307918955804,0.0080637586422311,0.0618738771543387,-491.8757,51.529224,192.40048,31.495495,-54.684723,28.753115,17.144966,29.771837,35.43472,20.112814,-21.980005,12.622551,3.3145423,16.209784,0.3605402,10.884798,-15.268283,8.435944,4.4137115,11.0317545,-4.75704,8.7567625,-10.249592,10.40903,0.32774326,7.4185615
2331,3082,Ses02F_impro07_F016,2.4399999999999977,2,0.0097887,0.013676663,0.012513488,0.0054026046,0.1042654028436018,-0.0054469555834657,0.0135091739569498,0.0497872904900849,-482.15314,46.086834,230.5387,23.829319,-60.709435,27.768902,-1.4542826,22.326948,37.124702,18.320717,-21.31187,13.680644,-3.0776136,10.940193,2.8053973,9.368892,-16.855515,8.1356735,0.41969284,8.257296,0.060058523,9.386706,-9.360168,10.230458,0.4919619,6.969337
2332,3083,Ses02F_impro07_F017,6.944500000000005,2,0.008187913,0.012201844,0.010429545,0.0063102324,0.2237061769616026,-0.0056397475418634,0.0094859442981388,0.1284539795706218,-476.76456,52.24282,199.59447,34.15215,-45.864292,29.888985,10.30403,23.92786,35.807217,15.715984,-17.69066,14.03779,-0.72294205,15.590142,0.7609229,10.887456,-13.854897,10.465938,0.11844142,11.727465,-6.6702933,9.099,-8.8948765,8.876991,4.7578783,8.171972
2333,3084,Ses02F_impro07_F018,11.338300000000004,2,0.014758679,0.023172325,0.018588176,0.013827215,0.157625383828045,-0.0040623563108965,0.030393704067487,0.6666326268287801,-399.7612,53.417175,165.61511,29.425259,-33.901623,29.322142,8.810756,18.846235,33.66726,19.80607,-12.15,15.517789,-5.3859534,13.862536,-1.8992939,11.984342,-12.5747795,9.602668,-4.5743065,11.199928,-7.15901,8.656041,-4.222156,9.642392,5.472935,9.492222
2334,3085,Ses02F_impro07_F019,9.340000000000003,2,0.0085218,0.013813334,0.010817912,0.008581067,0.2236024844720497,-0.0080847275967244,0.0100315682893181,0.176459041882663,-475.52542,50.877422,186.83905,28.75859,-36.06873,29.205826,11.086669,21.34524,32.067547,17.518602,-16.114744,16.81052,-0.39604965,14.11361,-0.6195395,13.202256,-14.687144,9.475764,1.2436142,10.482782,-3.666021,8.382475,-8.746823,8.415079,3.3547428,6.5069957
2335,3086,Ses02F_impro07_F020,2.590900000000005,2,0.01390055,0.02161447,0.017253328,0.012896397,0.3169642857142857,-0.0045424994823406,0.0265283187295746,0.1714575696020275,-438.79758,65.937935,205.70811,30.016048,-51.89535,33.15542,14.324966,17.334097,32.444733,12.892769,-17.586874,16.475296,8.137957,9.986803,-4.286493,8.784986,-18.716803,10.626211,4.864792,8.825873,-9.104356,8.826909,-7.903474,7.819693,12.4725275,12.053776
2336,3087,Ses02F_impro07_F021,7.514200000000002,2,0.011587623,0.017375948,0.014495782,0.009557098,0.2021604938271605,-0.0061735231611237,0.0188594453403247,0.2612936431955086,-464.39276,58.880367,197.80946,32.706726,-46.677223,30.747398,11.806386,21.784533,30.31575,17.830212,-18.094458,14.712417,4.4037433,16.149576,-1.7896755,11.893269,-15.484167,8.471729,0.40527236,11.121704,-9.817399,9.707144,-5.780726,9.344178,7.991663,9.983189
2337,3088,Ses02F_impro07_F022,11.331800000000015,2,0.0072052297,0.011216066,0.009178848,0.00643652,0.2446264073694984,-0.0074725230660988,0.0072195707068858,0.1492514475614499,-498.82095,53.440895,198.37987,32.130108,-42.67928,32.11868,13.92749,24.893915,29.338503,18.358734,-19.133451,16.540993,7.427582,15.221601,2.5818858,12.563471,-13.152124,8.097295,5.444709,10.58486,-5.073618,10.293895,-7.8915105,8.7468605,7.21653,7.9813275
2338,3089,Ses02F_impro07_F023,1.6899999999999975,2,0.016354911,0.022858549,0.020590968,0.009787363,0.1232876712328767,-0.0068603194449678,0.0375397751163847,0.1048193180414678,-430.36487,49.72026,217.25131,27.507618,-71.972466,27.353495,-15.425433,21.361773,20.141796,13.329634,-27.698786,16.737705,4.793332,13.00534,10.153993,12.3841915,-18.204004,8.120502,-5.8737936,9.823376,-2.1840253,6.5980597,-3.8511796,6.766829,1.5675595,11.5049925
2339,3090,Ses02F_impro07_F024,2.180000000000007,2,0.008233033,0.011652178,0.010082047,0.0057878383,0.2446808510638297,-0.0073617438829387,0.0097536598043125,0.0468009447207156,-518.9007,35.536716,187.94278,27.249882,-42.71913,23.771955,24.161362,23.531088,36.863853,18.275162,-18.21238,9.343369,3.2167368,18.730276,-0.045730226,6.319859,-9.442726,8.956284,4.8262978,12.035593,-10.915851,12.087192,-11.239092,5.864489,1.2629403,7.725563
2340,3091,Ses02F_impro07_F025,7.640200000000021,2,0.006279478,0.0097562475,0.0080103995,0.0055559482,0.2883156297420334,-0.00778430239734,0.0054969713819692,0.0888296991269679,-508.78015,52.415585,200.36974,31.279392,-48.32429,25.672928,19.940346,20.628378,31.974016,15.957514,-18.031893,12.647652,9.651999,16.024149,-2.4723773,11.751126,-14.35959,9.354914,7.4964414,10.731244,-7.2337956,9.644581,-5.563898,8.562992,8.002229,7.15191
2341,3092,Ses02F_impro07_F026,6.123199999999997,2,0.035633754,0.050077204,0.044597488,0.022702053,0.053030303030303,-0.0031815700367587,0.1807837303740079,1.7273203335762914,-324.68466,38.34527,197.57321,18.599855,-62.808704,25.606462,-3.5274544,16.653341,25.009186,17.405588,-23.268608,15.942616,-3.1212263,12.489771,-5.9144893,10.31469,-17.894787,9.781461,-0.9794239,11.421963,-8.05604,12.640368,-1.4201969,10.182043,13.461607,10.750953
2342,3093,Ses02F_impro07_F027,1.299999999999983,2,0.014443305,0.021381702,0.018011825,0.011516413,0.2589285714285714,-0.0048107876864378,0.0297967644867035,0.0754356439223768,-436.1697,58.51215,199.30354,34.805756,-51.388725,25.593706,28.436045,13.751685,46.38775,14.977768,-11.246223,17.10422,11.042254,14.989173,-2.631986,8.524792,-20.479431,9.38132,-0.47697863,8.758319,-9.206305,11.057179,-4.0679364,9.365104,7.7061005,10.82413
2343,3094,Ses02F_impro07_F028,4.010000000000019,2,0.015405058,0.021889176,0.019335771,0.010218538,0.0895953757225433,-0.0022838194126961,0.0343378018868926,0.2182906532976129,-415.30234,48.82488,210.95123,30.296906,-57.326996,22.4993,22.160421,17.257807,38.431805,15.582022,-21.245266,19.179146,6.6151648,11.288331,-4.226631,13.155462,-18.266533,9.706561,3.0497406,9.316612,-13.525134,12.291859,-3.2337005,8.617305,19.223677,12.468024
2344,3095,Ses02F_impro07_F029,1.0699999999999932,2,0.016496377,0.02614944,0.020353587,0.01622507,0.3978494623655914,0.0016423941815446,0.0374748862924079,0.0809753695522137,-422.80713,48.246937,201.54153,30.418352,-45.87924,29.367147,15.4075575,20.839218,11.156299,13.512935,-34.290833,21.05897,16.950136,10.808804,7.326058,11.447106,-17.465734,8.295956,3.7688859,10.762963,-7.278987,10.978323,-5.662749,4.7127004,5.9094763,12.99509
2345,3096,Ses02F_impro07_F030,1.854299999999995,2,0.018283984,0.02688465,0.022494445,0.014666367,0.20625,-0.005709322522307,0.0470521629443894,0.156769365401588,-416.86752,63.56053,191.1058,38.091076,-51.58407,29.026787,20.457325,29.11504,38.877857,21.515165,-10.948579,14.607154,10.17771,15.522344,-7.285054,11.743839,-18.735678,12.077163,9.555005,10.388611,-3.4370372,13.344196,-6.613855,8.623752,4.3075905,10.47449
2346,3097,Ses02F_impro07_F031,2.6899999999999977,2,0.016226279,0.022771148,0.02004933,0.010687508,0.1422413793103448,-0.0080715508374851,0.0375009847794793,0.1362625439973093,-429.76205,50.815697,190.11526,29.486887,-66.23045,27.90202,21.757994,18.280638,31.800053,17.279314,-26.032639,15.176382,6.9168754,13.703845,-7.8506737,11.5902405,-23.680597,10.3005495,2.181594,10.882032,-5.96549,8.819952,0.30043498,14.044271,7.3332014,8.46675
2347,3098,Ses02F_impro07_F032,1.912300000000016,2,0.017367085,0.02338713,0.021425739,0.009219216,0.1515151515151515,-0.0035411590033618,0.043545025915332,0.1341877509050389,-410.39886,40.243633,225.88522,24.67289,-49.21378,26.398453,19.554842,19.309538,30.778019,15.219326,-22.563011,13.694972,10.645884,12.131552,-1.6632291,12.185292,-21.04939,8.984987,-3.4948013,13.415255,-16.024734,9.870071,-5.614577,8.56699,11.792153,11.064026
2348,3099,Ses02F_impro07_F033,4.4375,2,0.007131054,0.011379233,0.009073123,0.0068453597,0.1671018276762402,-0.0042396891331009,0.0071150811983101,0.0745306592910744,-480.68735,50.224133,197.55875,25.410994,-30.795671,30.91842,9.297117,16.28864,36.988453,19.130833,-7.903203,13.665667,-2.3491836,12.931087,-3.0751143,9.076794,-11.049127,8.282167,0.6315021,8.930485,-4.1187153,7.973783,-3.5248795,8.130473,2.7064476,8.537502
2349,3100,Ses02F_impro07_F034,6.2561000000000035,2,0.007197981,0.011053041,0.009108402,0.0062586437,0.2300556586270872,-0.0077327640610747,0.0072234788789342,0.0770660777520567,-494.72772,54.660908,204.13535,27.464909,-41.030582,34.669773,14.94049,18.766539,35.443703,16.577826,-13.164529,14.604948,3.8135374,15.091309,-4.1010704,10.665993,-15.031543,10.421583,3.0122557,9.694591,-6.894259,9.127318,-5.5610614,7.658163,5.559953,8.761424
2350,3101,Ses02F_impro07_F035,3.6657000000000153,2,0.009442507,0.015992405,0.011850888,0.010721599,0.1234177215189873,-0.0078792836575303,0.012402168531419,0.0917741931370218,-472.41168,57.21275,191.39633,28.67782,-27.921238,33.598717,7.7795396,18.706078,23.328909,16.338924,-19.64991,14.506604,0.06520312,14.744521,3.195604,12.598265,-10.215673,8.621309,-1.6623181,9.24971,-9.045151,9.995151,-4.4257283,9.043931,9.520807,12.317317
2351,3102,Ses02F_impro07_F036,2.2394999999999925,2,0.006953081,0.011215959,0.008590789,0.007200647,0.238341968911917,-0.0006429194172596,0.0067347838239226,0.0393832325234769,-512.0401,54.691124,202.75545,29.879915,-17.62878,28.836191,14.668877,17.031145,26.704512,15.245441,-12.4827,12.294228,6.602399,11.749791,1.107723,11.786234,-11.699366,7.504439,3.7641678,9.268892,-2.883779,9.320784,-2.6123993,10.872928,5.611132,6.2392
2352,3103,Ses02F_impro07_F037,1.6400000000000148,2,0.0019768847,0.0031885735,0.002441525,0.0020373596,0.0422535211267605,-0.0092472146207001,0.0005395094091832,0.0021179440368026,-585.99915,35.208057,178.65886,22.131363,-34.881363,32.95082,32.93699,17.722176,29.545486,6.9414806,-17.11462,10.605653,15.855775,19.971643,-1.0174364,12.59123,-7.3448324,6.681182,20.096914,13.0070715,-6.6239185,9.120553,-9.846039,5.922171,12.2657385,7.684177
2353,3104,Ses02F_impro07_M000,2.7356,2,0.0061086123,0.00970939,0.00758196,0.006040665,0.326271186440678,-0.0040326058297068,0.0051492634982499,0.0279713364177795,-492.75888,43.119976,186.94563,37.01664,-60.25722,29.436934,30.78003,23.684069,26.652636,12.65361,-24.281258,17.84487,22.360603,19.509697,0.7473495,14.003866,-13.68485,10.607089,11.074229,11.838145,-15.799822,9.709945,-6.799047,8.124379,16.640587,10.006258
2354,3105,Ses02F_impro07_M001,2.9139,2,0.0042493464,0.008301571,0.00532138,0.0063699437,0.4621513944223107,-0.0058792306845134,0.0023682774333965,0.0212864029407195,-547.29315,59.54018,183.70699,32.497707,-20.799793,28.115837,8.131774,18.197937,22.227282,21.293274,-16.521078,23.078749,4.282833,9.732696,11.72295,15.183719,-0.7419752,12.199038,5.115188,8.203315,-1.8698108,11.765804,-0.54111505,7.4304132,8.303565,7.8392034
2355,3106,Ses02F_impro07_M002,1.8300000000000016,2,0.023793327,0.034041304,0.029084964,0.017403096,0.1392405063291139,-0.0078477951319655,0.0795804931091385,0.2660148344332788,-372.05618,47.038883,174.89351,20.075542,-65.862946,33.27057,16.255753,20.400896,26.174187,17.972996,-27.862923,15.676087,2.3132687,9.847795,-7.9949703,12.629679,-15.155907,11.522511,7.350019,8.333303,-15.899093,8.772675,-16.376125,8.790711,2.7449732,8.322455
2356,3107,Ses02F_impro07_M003,1.66,2,0.024756804,0.0350358,0.031393483,0.0155404005,0.1118881118881118,-0.0002168387993606,0.0876449515162842,0.2215385422769406,-369.7064,52.599293,208.59222,23.543638,-78.75466,30.28072,4.7768536,27.252289,29.944384,22.343218,-30.414848,16.405033,-1.0529435,13.846396,-2.815339,12.20834,-14.763961,9.323072,4.4227047,8.239793,-10.3394375,11.583981,-12.860349,11.052711,-1.2865646,8.914457
2357,3108,Ses02F_impro07_M004,1.4199999999999982,2,0.0152515415,0.021222854,0.019226657,0.008793007,0.1382113821138211,-0.0044204020923643,0.0327872881894989,0.0794261736751051,-410.42328,31.105165,216.51978,17.974031,-89.201515,27.846252,10.426671,20.20309,20.578604,16.906498,-38.921604,10.697751,9.258977,20.528502,1.2906593,13.188112,-9.030367,8.167267,13.213679,9.7664175,-10.524173,14.186312,-4.253408,12.551867,11.18414,8.521986
2358,3109,Ses02F_impro07_M005,5.467300000000002,2,0.022640085,0.035214636,0.028225563,0.02052526,0.1953290870488322,-0.004128447471885,0.0719346581080263,0.6998091422461524,-371.03256,62.399845,169.55563,39.098686,-51.64315,27.497093,9.955711,23.378859,19.045631,19.186071,-24.000639,19.979654,7.2127953,13.545355,-3.972421,15.397416,-19.88679,12.2383375,1.9461277,11.216807,-7.919187,9.390145,-7.9436274,10.634027,4.0317917,8.594938
2359,3110,Ses02F_impro07_M006,2.890000000000001,2,0.015720977,0.021464413,0.019627929,0.008626869,0.108433734939759,-0.0077616050475626,0.0352792060596485,0.1376267327075985,-420.57706,49.912144,216.09189,26.935955,-72.18072,26.535316,13.362369,16.848394,35.994568,17.770508,-28.40802,12.359559,0.27755454,15.405265,-2.8412626,13.447667,-15.936047,11.356517,4.9024343,9.169205,-8.79221,11.896698,-10.073296,8.370483,2.6706598,8.102865
2360,3111,Ses02F_impro07_M007,1.2199999999999989,2,0.007069549,0.010947201,0.008893231,0.0062651085,0.2169811320754717,-0.0026111356419278,0.0068908762826699,0.019849313985446,-470.71878,46.514545,200.75302,28.673845,-66.446144,22.990978,11.62901,21.487375,25.575972,10.688997,-26.9264,10.074031,9.775404,14.865253,1.1633056,13.026493,-14.681368,6.9773617,10.360086,9.1796,0.75163144,12.711461,-0.29052114,10.24627,6.297049,6.8342624
2361,3112,Ses02F_impro07_M008,1.3199999999999932,2,0.02157919,0.030110398,0.026781848,0.013571828,0.0263157894736842,0.0020289751319069,0.0661223507617873,0.1483809514826287,-380.0641,46.56538,204.11241,28.74563,-60.533936,24.060692,4.2887716,18.718185,31.203335,33.652466,-30.110832,15.502951,-5.980345,11.976202,5.502913,11.873651,-12.785624,11.977728,-3.4464693,8.323293,-6.079678,8.522007,-3.5345545,13.763315,8.599791,12.127746
2362,3113,Ses02F_impro07_M009,1.1400000000000006,2,0.014842945,0.021512352,0.018512283,0.01073926,0.2121212121212121,-0.0039770584407961,0.0312839454353961,0.0647585983519567,-433.75082,57.749542,214.4645,39.099197,-44.971733,21.347757,5.5514374,15.531354,32.296032,12.208781,-23.582222,13.782683,-6.104284,9.363993,4.957357,13.239057,-8.194719,10.887127,-3.1576004,10.651406,-10.585658,8.926959,-6.8639355,9.069735,5.7625403,7.5390596
2363,3114,Ses02F_impro07_M010,3.1199999999999974,2,0.021653542,0.031123139,0.027766855,0.014015115,0.0966542750929368,-0.0007562836685792,0.0666052374129645,0.3125324551771885,-374.05923,57.871113,225.46439,31.472284,-77.901344,28.53921,7.17957,12.371479,28.53272,13.6485405,-36.03818,14.864236,3.425915,10.390002,3.7998846,10.532603,-16.828249,8.029976,3.0373862,7.9784575,-6.1077714,8.553704,-1.3052967,6.7303205,13.885708,10.055549
2364,3115,Ses02F_impro07_M011,1.854299999999995,2,0.010714255,0.014890538,0.0131547395,0.006906846,0.16875,-0.0068715698944288,0.0162757835758181,0.0578254550995066,-481.86017,32.914223,192.7941,24.98488,-35.035755,28.141762,4.955045,23.730854,23.057238,19.928381,-20.241312,12.398509,-0.15387574,16.0448,4.5678496,15.62934,-7.7246504,10.788838,-0.49990502,12.954601,-7.886496,8.149003,-6.5231857,7.416051,0.68150634,8.920146
2365,3120,Ses02F_impro07_M016,1.1000000000000083,2,0.008432863,0.012094639,0.010658276,0.0056740995,0.2,-0.0040154359339794,0.0100732578998678,0.0165921695562108,-483.77985,42.96836,226.87016,36.009212,-65.48205,25.395967,26.08138,25.659481,31.392904,14.622864,-32.63852,11.345776,10.330439,17.87864,-1.6294456,10.77867,-17.174664,12.720465,9.497609,10.708564,-11.836687,10.881512,-9.425089,6.636243,12.84246,7.357373
2366,3121,Ses02F_impro07_M017,5.560000000000002,2,0.012297252,0.02184789,0.015481928,0.0151386205,0.2004175365344467,-0.0022372341845766,0.0207449018302789,0.3154677108624671,-415.77264,57.762352,165.12637,31.799068,-18.207226,34.6732,7.201139,23.753988,33.197945,25.962946,-3.0449317,15.044214,-2.8555672,14.721825,0.58751106,10.71741,-6.706227,9.868791,-2.9852228,12.444346,-6.87079,7.9399815,-5.6940036,9.293949,1.884548,11.64165
2367,3122,Ses02F_impro07_M018,1.5941000000000116,2,0.007774755,0.011241394,0.009954222,0.0051455763,0.1376811594202898,-0.0028263739295653,0.0085501058486325,0.024020802947477,-487.5817,45.516373,228.99463,21.403677,-45.159008,26.728052,20.454163,15.7012415,32.32591,16.280642,-23.867653,17.22123,9.544549,12.631754,5.7967114,8.419339,-13.2573595,8.273227,-0.7528997,9.797029,-13.274044,11.575627,-2.6365912,8.411349,13.990898,8.171758
2368,3123,Ses02F_impro07_M019,2.2188000000000017,2,0.012246385,0.019539425,0.015691744,0.011512793,0.1458333333333333,0.0008884235853656,0.0214463608881089,0.1194748032056469,-439.28516,59.085323,201.45349,28.042097,-43.37193,39.457375,19.299208,20.354734,43.702454,20.630657,-11.471232,17.88577,4.134245,15.562497,1.09699,12.855015,-13.973844,9.34335,0.14899309,9.874994,-8.759605,9.22425,-10.380135,7.947427,1.2706852,7.9202447
2369,3127,Ses02F_impro07_M023,1.3714999999999975,2,0.0071438784,0.011476939,0.009072272,0.006960993,0.3109243697478991,-0.0049086779654317,0.0070333083665684,0.0170927973528687,-500.62024,61.862106,212.34167,28.567646,-52.435555,32.097164,11.217301,15.846596,34.839252,14.474909,-19.340487,14.465156,3.7205884,15.687499,4.0131493,10.869365,-7.6847205,7.1539874,8.431578,7.031295,-2.0850942,6.6888022,-3.6079845,8.337335,6.6212897,6.0077653
2370,3131,Ses02F_impro07_M027,1.6899999999999975,2,0.036234897,0.05178714,0.044866916,0.024886347,0.0684931506849315,-0.0050956164159288,0.1873367879024811,0.6374194237640034,-337.04367,41.951237,203.22119,23.844221,-64.57268,22.344072,-9.549816,16.855433,21.630589,17.540873,-26.825674,14.22404,-6.973613,10.86973,-6.7776484,11.553616,-16.873596,10.04977,5.262446,10.962321,-0.3103759,10.611367,-0.99157935,9.368053,13.064786,8.544843
2371,3132,Ses02F_impro07_M028,8.134799999999984,2,0.0152900275,0.022429582,0.019161778,0.011636257,0.1982881597717546,-0.0030831720323476,0.0335517722889209,0.4936668248280892,-417.2147,51.063896,202.278,32.852383,-52.021397,24.640018,20.256119,18.021492,34.854347,18.416714,-18.869211,19.633476,9.294108,12.696837,-2.594255,12.704221,-19.003609,9.531507,1.1917788,9.9532995,-12.042016,11.693387,-4.096486,8.268015,14.242649,12.88112
2372,3133,Ses02F_impro07_M029,5.086000000000013,2,0.013371138,0.021506801,0.016621916,0.013603184,0.2801822323462414,-0.0049271043280896,0.0246030479957229,0.2853713611622983,-449.65445,70.87743,183.00531,37.93711,-43.178253,37.863987,18.146696,25.53605,32.60181,19.588211,-13.042281,17.86397,9.566961,13.888939,-1.7634989,12.133258,-15.293021,13.713027,4.70496,11.820306,-3.2227242,10.990655,-0.5893421,10.81891,7.5858207,9.165148
2373,3138,Ses02F_impro07_M034,2.819699999999983,2,0.0060255933,0.008956085,0.007550997,0.0048089754,0.1893004115226337,-0.0035484240470395,0.0052017327335512,0.0293299204215898,-522.586,41.686638,191.41177,25.02406,-39.419277,30.028343,47.002724,24.931486,46.5811,15.87868,-16.878439,17.640018,16.03041,13.737851,2.774795,11.165589,-13.776778,8.555925,7.5660567,10.5285635,-12.825183,9.485208,-11.627329,8.149889,6.859705,7.929463
2374,3140,Ses02M_script03_2_F000,3.0210999999999997,2,0.01020353,0.01740804,0.01272584,0.011822961,0.2720306513409962,-0.0040112322494678,0.0139879759957529,0.1026804632143653,-478.04993,54.603264,175.75127,28.908949,-12.11816,27.684322,8.512721,15.1398945,33.937836,19.84139,2.2184284,14.783733,-2.3123965,19.62501,-7.477726,13.013351,-9.44868,10.156014,0.33978224,12.964529,-8.815801,11.286258,-11.391614,8.381142,-2.1000867,9.802169
2375,3141,Ses02M_script03_2_F001,2.9488000000000003,2,0.0074316147,0.010461397,0.009134265,0.0050658365,0.1535433070866141,-0.0100329380074981,0.0079644834867853,0.0411065961764709,-511.48764,35.93841,206.25955,30.010687,-38.780464,24.955444,21.917158,26.524883,30.894213,18.573559,-15.848692,12.815885,10.135891,14.910649,-4.7537136,15.049262,-16.401587,9.2156515,5.8649373,8.86871,-7.909917,9.020148,-8.6008625,7.681802,1.0514473,9.220184
2376,3142,Ses02M_script03_2_F002,4.884400000000003,2,0.0056727217,0.009067651,0.0071112085,0.0055711796,0.2660332541567696,-0.0069414259087352,0.004400114312153,0.0466330576471036,-517.6454,45.42069,190.54057,25.212694,-22.084467,26.367613,11.483266,20.724146,28.341291,19.356142,-12.130912,16.167006,0.51549995,15.982463,-2.3939106,12.978906,-10.557223,9.519403,5.653468,10.38835,-2.5374904,9.301081,-7.2310348,7.8981624,2.2934916,7.979966
2377,3143,Ses02M_script03_2_F003,4.3416999999999994,2,0.008016967,0.011300489,0.009797851,0.0056266016,0.1631016042780748,-0.0058741234170156,0.0091842740515072,0.0626071930318705,-523.0523,36.590008,188.9649,24.693369,-18.636068,25.430498,16.7201,19.97032,34.712585,19.95889,-8.4244375,15.605438,2.1974971,13.472427,0.8335932,10.993161,-11.864629,9.60544,-1.732023,10.970179,-7.253165,11.168517,-10.909135,8.636978,-4.985877,8.685969
