Unnamed: 0,wav_file,time_gap,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
4653,Ses03M_impro05a_M021,1.8699999999999903,0,0.037001442,0.07588015,0.04535304,0.060562223,0.5555555555555556,-0.0270661348622525,0.1756291717508447,0.7621034952764202,-376.83224,102.41797,144.26105,45.9383,-39.070286,47.35404,-1.5008311,15.799275,20.591814,22.36677,-19.108997,27.694962,-11.540745,15.681275,-4.4931974,12.386411,-8.120905,11.553192,-1.7904083,8.89843,-6.9023566,11.847468,-4.2238636,9.446112,2.4746919,10.131954
4654,Ses03M_impro05a_M022,3.7900000000000063,0,0.0053274874,0.008192686,0.006675105,0.0047355597,0.2507645259938837,-0.0043601216930255,0.0039994047404557,0.0331088122664187,-522.2338,58.564796,202.0541,34.15327,-36.166145,26.892828,16.526854,22.585272,28.957226,15.656464,-20.852356,18.052637,7.3342447,15.306224,5.355237,10.830354,-14.3506775,10.891493,0.25566828,12.119189,-5.0110817,10.019827,-3.0500674,9.663744,8.497635,8.838143
4655,Ses03M_impro05a_M023,1.3100000000000025,0,0.028617898,0.07571202,0.034364395,0.06738896,0.7079646017699115,-0.0823642330942675,0.1013374746154186,0.4476765224266952,-421.6015,127.72601,130.86359,59.15013,-35.969147,60.845768,-0.9347938,18.78403,2.2062583,13.377411,-18.986635,28.204617,12.585232,11.733864,4.2081385,11.2888565,-8.666554,9.416613,6.372088,11.537704,0.05312789,9.542002,2.7201362,6.1283927,9.211834,8.923095
4656,Ses03M_impro05a_M024,2.4225000000000136,0,0.027419686,0.06107629,0.034222137,0.05052308,0.507177033492823,-0.0703279656590893,0.0971850400078962,0.5791717984704907,-403.29095,108.49676,124.11348,50.124775,-41.319855,58.07356,8.623319,25.775335,24.25861,20.016369,-20.964428,20.776917,-9.256805,16.42221,-2.5637283,16.869751,-8.853608,14.98346,-2.7860093,9.958143,-10.4368,12.187893,-7.526161,11.101263,2.132731,10.093134
4657,Ses03M_impro05a_M025,2.5100000000000193,0,0.02003967,0.037961762,0.026188934,0.027384298,0.4101382488479262,-0.0050566663958306,0.0536477596919683,0.2524370261967216,-417.5918,85.62598,178.20901,40.239555,-62.626408,48.19657,3.9165614,26.08622,40.266132,21.266174,-16.742342,15.546649,-8.82088,16.829708,-2.034357,10.812366,-11.740104,13.389444,-5.3275213,11.4006405,-11.612749,10.274456,-9.026536,9.753245,-2.8543992,9.339663
4658,Ses03M_impro05a_M026,6.139999999999986,0,0.016796041,0.029841214,0.021270867,0.020923618,0.3780718336483932,-0.0047029502638906,0.038517647646946,0.4391481708019791,-445.9801,91.50445,168.19516,46.244385,-28.685093,47.81063,-5.2485127,21.271526,21.710611,19.767408,-10.1955185,19.20415,-4.5071783,14.92644,-1.1845057,10.620438,-10.177121,14.906385,-6.0048666,11.820333,-5.738369,10.6298895,-3.022498,6.820385,-3.6022465,8.12704
4659,Ses03M_impro05a_M027,2.3200000000000216,0,0.013361467,0.028225727,0.017157901,0.02239588,0.525,-0.0057330489653395,0.0234234299646008,0.1322281344941804,-481.559,102.54299,166.38544,48.601936,-23.76356,48.161217,-2.1608088,23.23961,12.485444,16.051981,-13.87282,23.48306,6.223733,10.16039,6.8722315,9.867927,-6.535643,15.742681,-1.1021514,8.837943,-5.5049257,12.291543,-4.310686,11.500539,-0.4544284,10.128683
4660,Ses03M_impro05a_M028,3.440000000000026,0,0.0068351016,0.014881949,0.008634548,0.01209951,0.5723905723905723,-0.0064920272961899,0.0059838774387843,0.0554935871012511,-503.15225,85.50671,143.08322,52.28651,-18.435137,37.611202,11.19096,27.960613,20.521847,10.958215,-8.324217,18.129057,8.368471,15.125691,2.9702125,9.250256,-13.993995,15.530192,-6.2093773,16.605848,-1.752176,10.921301,2.4734964,10.752775,-0.10813436,6.3794293
4661,Ses03M_impro05a_M029,2.4799999999999898,0,0.008307847,0.017317677,0.011012921,0.013344519,0.4626168224299065,-0.0058873247326118,0.0090860969271981,0.0533125001253936,-488.13654,97.04353,158.27208,47.233135,-34.288486,52.954777,5.0181236,24.206898,37.51289,23.056742,-4.9272494,15.547257,-4.0809927,17.783535,4.078722,7.679834,-3.09332,12.024215,0.36859787,13.622825,-1.4779774,6.6780124,-2.8988042,8.281763,-2.5361578,10.0307
4752,Ses03F_script01_1_F017,9.360500000000002,0,0.0062951343,0.012128316,0.008040003,0.009073158,0.4076827757125155,-0.0075277489486325,0.00528142174881,0.1091514806236456,-515.58154,75.90958,160.51535,37.734245,-26.757374,42.262592,7.6630273,24.025282,25.841015,19.289375,-11.3003435,17.33645,1.3221443,17.527569,1.5618285,12.041748,-10.11549,13.663111,1.1362399,11.276743,-1.6011626,10.504249,-5.5460205,9.574205,0.94446766,7.2609506
4810,Ses03F_script01_1_M021,4.187600000000003,0,0.011385814,0.016721418,0.014259971,0.008718987,0.1745152354570637,-0.0038214634514588,0.0184893321743032,0.123276589378577,-449.52225,52.303707,187.79056,27.758213,-55.886784,31.954155,14.520416,23.563654,25.38321,18.779833,-24.529503,16.454319,5.8573246,17.619038,-4.010124,12.112867,-16.510744,11.333544,3.3143559,13.003883,-9.163083,8.8312645,-4.280029,8.363153,4.239716,9.90114
4811,Ses03F_script01_1_M022,6.375100000000003,0,0.012614804,0.024355225,0.015731018,0.018567566,0.4181818181818181,-0.0074909012255375,0.0216343309931344,0.2931216384064842,-460.2134,85.04217,143.56735,44.778927,-25.188324,37.03601,11.849674,24.146862,25.64015,18.91919,-6.059803,18.370394,5.7004085,17.92452,-2.1186733,11.286226,-11.707974,13.768574,-1.570784,11.153196,-8.165815,12.794168,-3.9955554,10.837632,0.7996175,9.832413
4816,Ses03F_script01_1_M027,2.846499999999992,0,0.0017833959,0.0030591157,0.0022644978,0.002049718,0.3577235772357723,-0.0086429909060825,0.0004327589545895,0.0035840570461785,-607.93964,43.437206,205.49171,33.637897,-42.06994,24.317675,18.910002,18.496483,27.999979,10.44007,-19.448292,12.201979,14.42411,10.534664,5.9700384,10.1313305,-9.832145,6.400247,12.013398,8.475054,0.13650301,8.8887415,-1.7175211,7.015869,9.3319435,5.739435
4834,Ses03F_script01_1_M045,15.450900000000049,0,0.008609344,0.01470371,0.010881418,0.009884934,0.3568745304282494,-0.0047557045945723,0.0102346789716469,0.3282903092336447,-488.169,73.7275,179.02095,44.124905,-26.815348,33.52168,10.99385,23.289473,27.125557,21.665634,-16.089281,21.42875,-0.005879552,17.862526,5.044673,11.88715,-7.777107,11.599346,-2.8877952,12.324837,-5.33309,10.571227,-2.1970148,8.654464,0.13192333,9.365745
4835,Ses03F_script01_1_M046,2.9723000000000184,0,0.007234968,0.012403239,0.009073574,0.008421727,0.4435797665369649,-0.0078454322647303,0.0072397023525945,0.0433501019456657,-534.9441,85.14355,189.16075,45.195183,-22.742107,33.091053,11.657966,20.84996,29.361511,17.083693,-15.587629,24.4813,-1.3215692,14.496691,6.164656,12.66613,-6.1115284,9.997998,-0.39937535,10.089275,-1.4177188,12.461997,-1.8880955,8.431756,-0.8100731,7.1026125
4857,Ses03F_script03_2_F014,1.9000000000000057,0,0.0015210032,0.0023610606,0.0019367373,0.0012728451,0.1707317073170731,-0.0087063908722484,0.0003194014730157,0.0014004590030676,-626.3989,40.09216,196.44728,25.807617,-41.711956,28.524282,40.20289,29.007984,24.94992,15.829048,-23.557499,14.77342,23.61038,21.707624,-0.82327986,10.96547,-14.229748,8.686973,14.452848,12.186475,-7.491382,9.922883,-5.623471,7.7846656,8.303679,6.2805557
4858,Ses03F_script03_2_F015,1.3800000000000097,0,0.005906796,0.01454357,0.007593494,0.01239174,0.6134453781512605,-0.0107444930108613,0.0043722756655318,0.0193867948717958,-527.0238,82.57662,137.1956,38.30693,-11.736229,47.42821,5.2737966,19.448948,8.735978,8.843981,-15.68778,22.23821,2.7695096,12.35011,2.9231398,8.3536625,-6.5751166,12.005593,0.78005445,15.144344,-0.9381303,8.753023,3.0741537,11.376144,6.4786468,12.193479
4861,Ses03F_script03_2_F018,1.4174999999999898,0,0.0014334179,0.002201351,0.0018505048,0.0011615248,0.2113821138211382,-0.0078631437645526,0.0002831023508601,0.0008550719407614,-639.4096,43.026615,208.87906,22.67598,-31.927656,22.29518,32.03228,19.443993,27.375273,13.09488,-19.568708,9.126366,17.462849,14.043735,-0.5369812,10.945855,-15.1747265,8.661182,10.416611,10.515669,-3.8696482,8.175652,-1.9133421,6.9678326,9.240529,7.296982
4866,Ses03F_script03_2_F023,6.350000000000023,0,0.028384972,0.05465272,0.03596827,0.041145097,0.4186471663619744,-0.013864790162188,0.1075006656834639,1.5235824154302602,-382.90967,76.15776,120.52488,38.059303,-46.781765,45.12296,-14.11208,28.355165,10.684549,22.124876,-22.604534,25.262947,-10.3507,13.915948,2.123286,10.767168,-6.146821,10.207858,-1.4085519,10.560673,-0.2054498,10.312075,-2.1391714,11.083783,-1.0669651,12.309273
4869,Ses03F_script03_2_F026,3.790000000000021,0,0.0076850615,0.014631018,0.0098544,0.010764845,0.3608562691131498,-0.0054148367780726,0.0078723265097037,0.0753399734323356,-491.11768,71.21872,173.89629,36.12589,-37.596313,43.50541,2.4169352,27.780298,14.86595,16.783424,-20.864717,17.455137,6.565436,15.554154,5.922552,15.406006,-8.9610195,11.759947,1.7637264,13.733113,-5.704331,9.963677,-5.2780643,9.440074,4.2760215,7.8050804
4878,Ses03F_script03_2_F035,2.4000000000000057,0,0.0048917993,0.011429777,0.0061913393,0.009598628,0.5555555555555556,-0.0082166261563543,0.0030327860993376,0.0209361459502287,-554.88293,82.70403,147.76851,41.128716,0.62504244,42.69494,-3.4243538,18.754345,13.885962,14.421962,-0.1092317,19.091248,8.085305,9.422552,12.656658,12.910579,1.9182131,7.459113,2.077345,6.59863,4.84161,5.8627687,2.634165,5.430483,-0.34037647,6.291902
4880,Ses03F_script03_2_F037,3.647499999999979,0,0.019088872,0.037809413,0.024323246,0.02888092,0.4666666666666667,-0.0029958491722936,0.0471514361465421,0.38993571833439,-424.98392,89.35786,154.73367,44.066757,-30.967442,53.554173,5.0971417,28.398,18.920324,21.491903,-23.960413,28.15817,-1.8876882,15.965622,13.680999,8.838225,-2.031846,10.5317,-2.8164446,9.534094,-2.7559497,8.4612,-1.9210081,7.489373,-1.9469153,8.938548
4881,Ses03F_script03_2_F038,6.6299999999999955,0,0.013156015,0.0250536,0.016770879,0.01858373,0.3618881118881119,-0.0038567595765925,0.0224544297559193,0.3380974191864111,-440.51227,76.71379,151.11717,33.726463,-34.799,44.55971,22.309769,29.198816,33.80327,20.605627,-18.17369,25.714565,0.46084583,16.311275,4.943655,13.401315,-8.252986,10.851971,1.84431,11.257735,-4.0930047,10.046453,-7.857906,8.877848,-1.1464121,7.4768524
4882,Ses03F_script03_2_F039,5.560000000000002,0,0.024451636,0.051147833,0.030942751,0.04071572,0.4592901878914405,-0.0051272891141707,0.0759410179034882,1.1852086103290806,-390.96954,62.427525,134.08241,32.857418,-35.099075,44.38021,-2.2530515,30.937334,15.700331,29.07181,-19.892555,21.644333,-5.051184,17.209633,5.098794,12.026513,-5.5260506,12.175258,-3.6063173,13.919165,-5.807157,10.100795,-4.89443,9.18315,-1.3908232,9.207636
4883,Ses03F_script03_2_F040,4.399999999999977,0,0.0065991865,0.017569063,0.008631349,0.015301276,0.5303430079155673,-0.0046056516112003,0.0054256874931832,0.0757594110724751,-516.0279,80.31052,143.24536,38.66236,-11.000282,47.1508,10.200158,25.769308,26.565165,14.894641,-3.5184076,17.924477,2.4834387,14.315445,6.6235456,10.733789,0.2315698,8.719481,3.7119277,9.20447,-0.71903706,8.990046,-2.177703,8.333009,1.6886041,6.76777
4884,Ses03F_script03_2_F041,1.5563000000000216,0,0.009168183,0.01598924,0.011210284,0.011068396,0.3259259259259259,-0.0085680903794127,0.010909536165707,0.0634498806514632,-497.31882,69.79959,175.16972,43.1006,-19.238508,33.96588,20.635895,26.70148,32.02284,19.01882,-11.4296665,16.434946,7.4970775,21.619347,10.236287,9.273302,-4.348099,11.700742,3.2110639,14.538082,-3.88618,11.594938,-3.6885407,7.3331404,5.407859,9.472408
4885,Ses03F_script03_2_F042,10.740000000000007,0,0.039738324,0.076182835,0.050339572,0.057120033,0.4665226781857451,-0.0125351953101926,0.2024714532874818,7.030821505661519,-325.77756,74.669235,146.18034,34.059017,-51.23576,45.13981,-2.7065473,27.678556,22.865412,18.185328,-20.846249,20.98139,-4.426401,15.446392,6.525286,11.997023,-4.8102326,12.644118,1.7628074,11.932945,-0.38678923,10.310378,-3.048567,8.675852,-0.4154218,9.973653
4886,Ses03F_script03_2_F043,3.9250000000000114,0,0.03414709,0.073111445,0.042866692,0.05910238,0.5634218289085545,-0.017452683096053,0.1471469014618142,1.40367403625951,-394.684,97.387405,124.73851,41.243095,-46.671303,58.93555,19.15979,28.301851,29.547491,21.965843,-16.806673,25.639671,8.002825,17.628107,7.2777967,9.309395,-9.681321,11.988871,0.8183264,12.998061,-5.7977443,11.144342,-6.4408817,10.639237,1.8574419,7.832584
4887,Ses03F_script03_2_M000,5.0844000000000005,0,0.0027550003,0.0046718884,0.0035063666,0.0030874482,0.3904109589041096,-0.0078008779382798,0.0010362675745497,0.0119710117099984,-587.3765,53.04277,203.19377,33.784218,-21.684586,27.494013,11.837783,18.253832,22.367197,11.839256,-14.199322,16.137257,13.23302,12.83941,7.663176,9.499203,-12.657635,11.267649,1.6973529,10.985013,-0.5605427,9.387068,0.71438396,8.152857,9.525234,8.070438
4888,Ses03F_script03_2_M001,3.960000000000001,0,0.0026266838,0.0046761357,0.0033305848,0.0032737553,0.4064327485380117,-0.0065601370806689,0.00091376624839,0.0086162682197495,-592.70386,55.333107,192.22665,33.752663,-20.59731,25.172585,21.319077,21.617313,28.100275,13.32896,-11.300456,15.493601,14.716717,14.83862,4.545681,9.019555,-14.652846,10.419183,2.1580203,8.949132,-3.3059504,8.36289,-3.5016155,6.789792,6.2672076,6.9385376
4889,Ses03F_script03_2_M002,5.689999999999998,0,0.00279101,0.0050603766,0.0035274876,0.0036064656,0.4887983706720977,-0.006237823072297,0.0010431300576731,0.0168255604284979,-590.89703,54.451893,189.73235,37.77694,-17.68514,24.902044,17.745817,22.34364,23.076796,12.698998,-13.853593,15.808852,14.233261,14.0661745,7.6482754,9.13655,-12.546574,10.696731,1.7631613,12.107887,-1.3227388,8.255236,-0.8701178,6.336255,6.547588,6.1827364
4892,Ses03F_script03_2_M005,2.6750000000000043,0,0.0030593756,0.0054246294,0.0037916703,0.0036244998,0.3073593073593073,-0.0066875777520181,0.0012842156223098,0.0082817284882223,-571.6838,49.91717,165.2115,28.86198,-12.589958,28.838356,26.494068,25.036488,28.313105,22.275976,-10.256468,17.1245,11.075326,16.249672,2.9298944,10.64705,-12.560856,11.268928,3.1928592,11.269775,-0.99879766,7.460252,-2.9223912,7.7823725,3.573264,9.489928
4894,Ses03F_script03_2_M007,1.8325000000000031,0,0.0054963115,0.010786438,0.0068252594,0.008341284,0.5253164556962026,-0.0065545541474421,0.0039868318032846,0.0187708634894354,-554.7483,70.30562,170.97154,40.777473,-11.79887,29.347445,9.628393,21.742073,32.71867,21.69259,-12.311743,16.97486,-8.922747,14.547816,11.745135,8.44415,-0.3674434,8.037185,-9.862449,9.247268,-6.304482,11.1933365,0.14180398,8.884862,3.906326,6.6840525
4895,Ses03F_script03_2_M008,3.6899999999999977,0,0.002214694,0.003713225,0.0027701291,0.002472,0.3930817610062893,-0.0068279437073215,0.0006705456683177,0.0053050345110908,-593.9309,52.907875,181.18028,30.826195,-15.724662,28.255325,18.79363,19.537806,23.492004,13.47049,-9.365887,13.579571,15.458691,14.87656,4.3224163,10.279372,-10.058698,8.901751,8.327434,10.018746,-0.57373077,7.4544687,-2.7993965,6.4457498,8.684392,6.3000016
4901,Ses03F_script03_2_M014,4.8700000000000045,0,0.004149437,0.006765062,0.00521225,0.004305736,0.3285714285714285,-0.0058795876611839,0.002384624988784,0.0224530546288039,-558.37836,56.49293,188.5494,35.36104,-24.59094,31.27027,23.85306,24.945616,29.917969,21.901161,-12.886785,15.140469,10.42082,17.679226,1.0925889,12.364531,-12.0928545,9.90562,3.2858396,11.144361,-5.653686,10.252616,-3.1923125,8.607453,3.7135975,7.581173
4902,Ses03F_script03_2_M015,1.6325000000000074,0,0.0060039773,0.010139194,0.007439698,0.0067212293,0.3829787234042553,-0.0074436015893297,0.0049346143232763,0.0154848862375852,-523.11316,82.65007,180.93854,33.272106,-26.54089,41.051495,11.350752,13.191549,24.423574,11.91284,-13.510414,13.810585,2.7313144,8.411576,-3.755964,15.655617,-14.928772,14.164262,-0.6106541,11.107547,-5.063019,12.954018,-1.912697,13.474321,5.131174,9.893109
4903,Ses03F_script03_2_M016,1.122499999999988,0,0.0013118306,0.002692018,0.0017021954,0.0020804289,0.3092783505154639,-0.0074242225309717,0.0002216775285951,0.0007223117119376,-656.6343,54.319607,209.36649,29.196766,-21.824108,20.157745,14.994413,7.906487,26.119108,11.900757,-14.225579,8.563996,13.66179,4.964636,11.0884075,4.392738,-7.648941,4.9513535,5.6659827,6.62518,-0.50660557,5.9436526,-1.2469288,5.794884,9.254571,4.349476
4904,Ses03F_script03_2_M017,2.230000000000004,0,0.0033497468,0.0055452334,0.0041542943,0.0036536008,0.4559585492227979,-0.0056953554121719,0.0015377361754514,0.0080434076506474,-596.3814,62.844948,199.09492,36.29195,-20.93315,25.992962,14.408518,15.081217,34.04398,18.764013,-7.8726673,13.779554,5.389125,13.883389,3.383607,10.241404,-9.4430275,10.011938,2.404533,9.175205,-2.4067779,10.379859,-2.5912635,7.413985,3.974813,7.940573
4907,Ses03F_script03_2_M020,1.3900000000000148,0,0.0014710247,0.00225534,0.0018827742,0.0012333167,0.075,-0.0067150099312129,0.0002970868024373,0.0009565573464682,-632.96576,37.67209,210.70602,23.840305,-51.028084,20.91991,46.009846,20.1176,31.867853,17.851677,-23.920698,10.843713,28.0191,15.708877,-1.7525431,11.306936,-19.088034,7.7190723,15.372716,12.297815,-5.0628195,7.3283296,-0.2721221,5.2869983,10.683807,9.2723875
4911,Ses03F_script03_2_M024,1.1800000000000068,0,0.0057228967,0.013875188,0.0075658094,0.011579511,0.4705882352941176,-0.008441153113381,0.004061464653002,0.0151171965574328,-506.68515,59.447807,188.3997,35.549034,-68.524925,31.121153,5.542758,41.904243,35.123066,17.096909,-18.431198,18.297796,4.5556426,17.125353,3.709254,12.698044,-7.657524,12.543031,10.028487,11.209201,-3.0058444,7.614455,-3.9093041,5.268421,8.9774275,7.0139637
4913,Ses03F_script03_2_M026,4.6825000000000045,0,0.0025091986,0.0042218473,0.0032129323,0.0027279998,0.3366336633663366,-0.0069957832238287,0.0008549982105877,0.0106469931840631,-594.6125,50.58335,195.68872,30.977264,-33.18066,29.257875,30.193712,26.209929,31.620325,19.01517,-14.963143,15.583114,20.093294,13.962567,5.7243953,8.095926,-13.845341,9.947591,5.911314,13.06685,-6.139761,8.311621,-4.04523,6.5190763,7.992845,7.717527
4914,Ses03F_script03_2_M027,4.747500000000002,0,0.0030154397,0.0049706814,0.0038165445,0.0031845116,0.3569682151589242,-0.0049908453547686,0.0012608322041861,0.0133943024544379,-585.76245,57.85051,199.90729,33.710743,-24.508198,27.890789,19.381601,20.041124,39.617004,19.219765,-7.502612,12.094343,6.536343,13.16726,4.8974304,7.7458177,-11.51967,8.302096,-0.79496753,10.87146,-2.0727923,7.332177,-0.9412887,9.761973,2.990624,6.9979744
4915,Ses03F_script03_2_M028,7.6924999999999955,0,0.0035188966,0.005956481,0.004564125,0.0038247784,0.3212669683257919,-0.0046185732571757,0.001714912669378,0.0299256619207735,-561.5452,61.588463,208.10722,40.662003,-34.08857,30.65515,13.024445,23.281948,31.358479,18.867159,-13.771069,17.411146,10.090885,16.606585,6.6558537,11.835832,-12.084839,12.626395,2.142876,12.952871,-1.7230599,10.257809,-1.014174,9.197813,7.2757683,8.12956
4916,Ses03F_script03_2_M029,2.382499999999993,0,0.010438031,0.018135611,0.01313675,0.012445388,0.3883495145631068,-0.0013655443353854,0.0146318014804082,0.0798063530684571,-474.94864,60.881348,188.08032,36.77018,-39.87944,39.000263,7.0922503,32.29801,28.67662,23.582033,-17.829617,13.837402,2.889457,15.684928,8.2801695,14.152537,-8.528933,11.042999,-3.4686744,15.132874,-9.380312,10.495773,-7.2763443,9.760873,1.4900299,9.06788
4917,Ses03F_script03_2_M030,7.060000000000002,0,0.009870436,0.015968353,0.012454855,0.00997457,0.2906403940886699,-0.0052205459724063,0.0135239133496111,0.1890067047271995,-474.6527,67.85089,183.1994,39.888042,-39.100716,35.943462,11.785469,25.91395,32.49478,22.375408,-13.746273,21.181572,0.44538105,19.817678,-2.5861847,12.541059,-13.8968725,12.683062,-2.1433134,12.6704,-6.23548,10.178483,0.35668182,8.9855385,4.8788614,9.7776
4921,Ses03F_script03_2_M034,2.657499999999999,0,0.0017626177,0.0027496147,0.0022838586,0.00152773,0.1004366812227074,-0.0087842518041725,0.0004413624898738,0.0029589215648818,-618.49634,42.289047,212.38719,28.770851,-28.401102,22.191427,23.605667,19.729357,30.698606,14.311096,-15.775156,12.865088,15.241712,17.275927,6.5480103,10.255378,-11.694446,10.552344,7.190641,9.013263,-3.1435254,9.133078,-3.3831184,7.015633,10.417845,8.168808
4925,Ses03F_script03_2_M038,1.5,0,0.0027833164,0.0044807103,0.003457043,0.002828469,0.1692307692307692,-0.0026370864816271,0.001048180487693,0.0043066895940823,-599.45264,58.957714,199.18095,31.669664,-25.53241,25.872816,24.91076,13.447742,30.61084,12.793724,-12.983375,15.622646,19.187012,10.503552,12.417944,9.159304,-6.171521,10.902065,10.107643,8.159679,-0.35822555,6.5159817,-0.70490766,5.712967,11.396906,5.355758
4926,Ses03F_script03_2_M039,3.902500000000032,0,0.010713739,0.018760102,0.013475837,0.012995758,0.3234421364985163,-0.0013321882761374,0.0156250291299384,0.1493080680621965,-468.1648,75.41953,164.57509,33.012867,-23.726868,39.23877,24.214113,18.515076,43.250225,21.359861,-4.47684,24.136421,1.1715988,17.569386,1.5143032,12.033911,-9.113295,15.571295,-4.0842876,13.624192,-7.148097,11.739619,-1.9537638,8.416382,0.4808088,9.202205
4927,Ses03F_script03_2_M040,2.492500000000007,0,0.011333273,0.0209241,0.013820304,0.01558319,0.3488372093023256,-0.0039715096136205,0.0172660672533856,0.0950381325021159,-490.49966,70.79081,147.40671,31.462317,-9.478884,44.31811,23.623812,23.363483,36.27234,21.758795,0.9910383,17.459738,4.8064837,15.848459,-1.2064666,12.888168,-8.159832,14.922083,1.630345,11.403938,-2.194063,8.4483,-1.7677864,8.428316,-1.3154584,7.7243276
4928,Ses03F_script03_2_M041,7.3349999999999795,0,0.015269295,0.024374858,0.019260928,0.014924212,0.2990506329113924,-0.0045457709347829,0.0322532367850672,0.4756021866920727,-432.4421,65.10659,170.04199,35.839447,-36.08557,37.01635,11.756751,26.00718,27.21549,23.64374,-22.34651,23.574682,-4.538455,17.101868,5.687712,11.967544,-8.033391,12.892015,-9.706805,14.32997,-9.935528,11.422759,1.4071827,10.099064,-1.0304328,9.566163
4929,Ses03F_script03_2_M042,5.34250000000003,0,0.020230133,0.045256123,0.025861293,0.037088387,0.4707158351409978,-0.0108307685877662,0.0518783144201091,0.8714717127026583,-412.00787,94.27063,148.87141,45.289513,-24.371134,55.56572,8.350359,27.368793,27.06105,17.946693,-10.746709,23.101128,0.45039722,20.105097,8.182013,11.238587,-3.017656,13.262277,-0.6727923,15.044032,-3.1032255,8.859458,-2.286833,7.1905193,2.2625005,7.9096956
4930,Ses03F_script03_2_M043,4.624500000000012,0,0.057022557,0.097351685,0.07200246,0.06539591,0.3934837092731829,-0.015900131984381,0.4305732603597667,4.4392858862987055,-302.06494,79.85623,164.45877,36.401375,-73.250755,45.585743,-2.3164506,25.936007,21.990107,16.993792,-28.882553,22.513472,-1.7740561,15.362751,1.4844677,11.201118,-10.473405,12.033231,7.285176,9.795758,0.6427658,10.863964,-2.3830414,9.8252,2.6256158,11.261844
4931,Ses03F_script03_2_M044,11.04000000000002,0,0.02200914,0.03533494,0.027288098,0.02241395,0.2828601472134595,-0.0035131686217937,0.0671476068393961,1.3267331146095154,-397.06744,62.11656,157.39676,36.05727,-30.125595,36.674286,8.814064,28.138636,38.2066,22.847029,-9.634468,19.17715,-7.8068266,17.152521,4.512626,11.390558,-8.212791,13.757664,-8.837191,13.015212,-4.766472,10.362692,-0.8860079,9.884128,-0.11714299,9.622961
5104,Ses03F_impro02_M007,3.2124999999999915,0,0.006026115,0.009948227,0.007390621,0.006651392,0.3754512635379061,-0.0056436247177771,0.0050173177256418,0.0332395684997077,-537.3044,63.735435,171.97772,36.806232,-10.062287,23.825287,11.609039,22.95827,16.95407,14.317126,-12.74024,18.01741,7.9866223,13.884455,5.6971197,11.172246,-4.6463795,12.080285,4.305611,10.091795,-6.212716,11.754316,-6.2780137,10.547746,2.1283176,5.581373
5124,Ses03F_impro02_M027,6.527500000000003,0,0.0031469923,0.005554323,0.0039350367,0.003915094,0.4103019538188277,-0.0065570288825256,0.001364406345194,0.0233553485890337,-594.3121,53.05621,184.60544,28.716513,-7.580183,23.690535,15.728255,16.381832,32.059223,18.949509,-2.381482,14.233556,9.617302,10.07943,8.579612,7.125839,-5.5188303,8.124927,1.8003136,8.63248,-3.6986177,7.9775324,-6.430469,7.3146324,2.9051385,8.3023615
5181,Ses03M_impro08b_F005,2.359999999999999,0,0.030650621,0.045038942,0.038628735,0.02297468,0.0637254901960784,0.0018206845879831,0.129253386170216,0.4672913952563522,-324.66904,38.828953,209.16919,24.666561,-59.703445,20.245018,8.596173,21.230934,23.672588,12.71354,-31.562954,13.626234,-0.17324732,13.985524,-5.7946258,8.876039,-20.97223,8.635761,1.9888169,11.432767,-8.115031,7.6614127,-7.4229674,7.30788,6.3230247,7.4862704
5182,Ses03M_impro08b_F006,6.537500000000001,0,0.015129183,0.025366945,0.019109534,0.016651068,0.2287234042553191,-0.0004559284718652,0.031182006565583,0.3563357882065981,-371.34525,36.2755,181.93913,24.342983,-50.155632,20.994524,14.335824,21.712837,18.268438,13.891062,-28.180767,9.946575,9.039364,11.566251,-2.3795428,10.079952,-18.587915,8.330364,7.2259293,6.743511,-5.120712,9.297762,-9.028365,7.162155,3.4406402,5.607697
5261,Ses03M_impro08a_F013,7.618200000000002,0,0.0053624148,0.00840532,0.0067160823,0.00504551,0.2176560121765601,-0.0056914900596893,0.0039464093802333,0.0596177681891613,-525.3229,48.124283,188.4308,28.867401,-50.9822,31.360214,17.248024,28.220514,36.81825,18.56519,-20.19167,12.967648,4.7736893,16.623863,5.374553,10.721618,-14.328106,10.235152,1.2536838,13.69195,-2.7527618,10.256486,-6.5651073,8.308259,2.6134627,8.540279
5262,Ses03M_impro08a_F014,2.799999999999997,0,0.0069113765,0.01012064,0.008780511,0.0049723596,0.1239669421487603,-0.0021460473362822,0.0067844084941869,0.0344073407791608,-488.3923,44.941143,208.85292,27.179296,-46.937347,29.63416,15.948072,26.77048,31.489603,21.889595,-21.991383,15.865158,5.8318515,20.427515,4.41435,10.973975,-13.353604,11.446514,-1.5010524,14.314059,-8.544788,9.915735,-4.987899,8.814165,2.1356666,10.3286
