wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
Ses01F_impro05_M025,7,0.053880755,0.0796093,0.0674176,0.041954707,0.13445378151260504,-0.008766895007283892,0.40500162427703185,1.0004188186697736,-314.45627,43.379948,202.01196,29.279814,-59.212677,19.400333,6.8271003,22.638546,39.786507,25.428608,-19.03942,22.742231,-3.859098,12.487719,-2.276268,12.298089,-20.805061,13.172295,-2.033575,11.4101305,1.9846174,12.609446,-7.328011,11.810455,-7.787521,15.659693
Ses01F_impro05_M026,7,0.0320893,0.052267384,0.04001828,0.033406723,0.2701612903225806,-0.00039648520555601863,0.141019677418615,1.7535515149935148,-368.2602,62.20355,179.24539,37.289204,-7.2853827,36.5307,-1.2274331,26.749496,24.13508,20.169935,-0.38051063,18.003149,-0.051787347,17.8444,-1.8587457,11.318602,-14.141511,12.878775,-8.601178,12.636536,-2.1832066,12.504275,-3.5328867,8.0814705,-6.1111393,11.076525
Ses01F_impro05_M027,7,0.027608488,0.043802537,0.034300175,0.026617799,0.2905405405405405,0.003707684527398669,0.10576498534322268,0.4385584300462408,-392.50186,65.81021,185.22205,33.57165,-18.69847,40.63817,8.586912,26.746029,23.138903,20.475012,-12.465358,19.927473,2.7555926,15.869454,2.8864987,9.811049,-8.734396,12.109574,-0.88255477,12.279228,-6.4382577,11.0214,-7.667172,11.211761,-1.3608491,10.851288
Ses01F_impro05_M028,7,0.021654973,0.044449266,0.027290085,0.03495546,0.47678018575851394,-0.004799933321919525,0.06129457910934029,0.5791327328215712,-404.5072,78.52931,157.65591,43.825493,5.7996426,36.68616,-1.8063489,17.241528,15.082029,15.612741,-4.338527,14.664202,-2.2930322,9.671524,4.7529836,8.453455,-3.211571,10.702929,-4.4255652,11.189717,-1.1424564,9.05565,-1.118656,8.152153,-0.5707698,7.986484
Ses01F_impro05_M029,7,0.03248119,0.071594656,0.040519588,0.05895442,0.4865831842576029,-0.022293283109320328,0.13561902207307638,3.0346158264466307,-386.77924,96.15238,154.94072,49.003914,-2.9672458,46.569595,6.100667,19.752201,22.086323,22.532162,-7.212306,24.769712,-4.034189,14.424566,5.1874394,10.875654,-1.5356395,9.363638,-3.8878534,10.698691,-2.436683,9.701486,-0.6323696,8.239408,-2.6361241,9.372548
Ses01F_impro05_M030,7,0.012406273,0.021684587,0.015599096,0.015010852,0.329923273657289,-0.007230707524286117,0.020639337922344493,0.21987838084911154,-427.27594,43.931747,174.31352,35.93513,-26.118008,31.58783,15.737837,26.267761,30.847847,19.38184,-11.821563,15.784611,5.453482,18.53385,4.237738,8.630622,-11.287425,9.836102,0.7353839,11.165088,-2.1716855,6.954723,-3.694923,5.8234754,3.6863148,8.902177
Ses01F_impro05_M031,7,0.008495726,0.014326358,0.010803029,0.009351654,0.3147208121827411,-0.005903392320760759,0.009774517453201723,0.04955670333943672,-468.7954,50.367157,192.34514,40.822365,-23.85983,30.356249,10.796952,24.395763,23.867786,18.483212,-14.699737,16.012745,8.798378,11.096605,7.5805755,12.291635,-8.764472,11.571351,4.743594,11.556517,0.11481728,7.8511653,-2.1811554,6.602828,8.010499,8.300558
Ses01F_impro05_M032,6,0.0064887763,0.011518194,0.008234509,0.008037652,0.437847866419295,-0.005776074431196321,0.0055792143108458645,0.08582243181088961,-500.36328,49.564182,188.41957,37.050827,-12.733046,22.16007,14.969862,19.20142,31.347475,15.095283,-9.362503,10.660889,5.48451,11.720733,8.722249,7.0473204,-8.246976,7.7476974,1.3119944,10.736973,1.5784072,7.1795125,-1.919803,6.054829,5.893972,8.697358
Ses01F_impro05_M033,6,0.011797559,0.018099468,0.014782347,0.010429373,0.21217391304347827,-0.004875221748079639,0.019540290117956386,0.24608215601223926,-460.31088,49.66312,199.81177,34.474174,-11.2856,23.387897,10.263959,23.103987,30.127348,17.244993,-5.06929,13.093799,6.2082405,12.497922,3.7035964,7.2824035,-12.6425085,9.799249,-3.0406353,10.750321,-2.779453,9.492781,-3.0281348,7.208807,4.762046,8.877559
Ses01F_impro05_M034,7,0.010791739,0.016858755,0.013553442,0.010016304,0.2727272727272727,-0.0033132459975604434,0.016103260813849097,0.19697247385291222,-470.6646,50.186707,200.11595,36.029083,-11.26625,22.86422,10.946483,21.176767,28.99684,17.969446,-6.062353,14.599051,6.665759,12.795995,3.1309512,9.56854,-13.231498,11.437616,-1.6530931,10.994565,-0.5899014,8.813856,-2.2447248,8.359334,3.0708225,10.062577
Ses01F_impro05_M035,7,0.004248676,0.0064850324,0.005419882,0.0035540154,0.13602941176470587,-0.007152205398597289,0.002515134490832256,0.03058960114103457,-543.60205,33.505096,214.80064,26.443811,-13.695747,16.098248,18.113426,11.668375,28.842512,11.443938,-11.974687,9.541403,10.603153,7.5140433,5.897128,7.012518,-10.354544,7.9773283,6.35223,8.44794,0.2576147,8.4639225,-3.4063735,5.4019055,8.573636,7.225089
Ses01F_impro07_F000,2,0.08609413,0.15869251,0.104992926,0.118928075,0.4195804195804196,0.022457823433796875,0.9731844830481718,14.70855979663833,-253.5183,85.89741,138.56668,42.949966,-36.85501,40.934155,-3.5388489,18.865978,20.211336,16.738829,-7.442073,20.259104,-1.8407618,16.121147,-8.605538,11.307272,-13.655831,9.228663,1.253816,16.486576,-0.18701966,10.380643,-1.741778,9.454284,-2.007203,9.933143
Ses01F_impro07_F001,8,0.041588675,0.06560281,0.05160787,0.040453,0.2924107142857143,-0.004883022938884096,0.2402835564230964,2.7153522685222793,-348.30713,55.075226,184.72556,29.637913,-33.386745,34.618366,-2.1778991,14.261677,23.204226,16.090296,-16.588226,19.872665,-8.146232,14.799083,-5.147924,13.670397,-12.915715,12.029607,-3.4464855,8.646406,-8.061047,8.907248,-7.60083,8.936237,0.54126835,9.871106
Ses01F_impro07_F002,2,0.027800195,0.04979752,0.035001382,0.035386898,0.3882466281310212,-0.005318110652297037,0.10292604693970545,3.0202111199780415,-374.39774,73.18126,180.98605,41.114002,-27.503176,38.420715,-0.72143155,20.987293,31.167978,17.549189,-6.1347733,18.367903,-6.0992594,17.07862,-6.0504665,11.447651,-15.566681,11.625683,-2.2022724,11.195458,2.325053,11.051651,-2.3819127,8.350899,-1.1981157,9.80084
Ses01F_impro07_F003,2,0.06568468,0.118322514,0.0800762,0.08670657,0.424390243902439,-0.011889685993082821,0.5810005394330456,3.5779069315808147,-282.29276,72.95157,170.75717,31.254696,-48.091236,40.89423,-4.3616557,18.476297,16.375128,19.552326,-17.783724,17.780964,-1.687065,14.980259,-11.595484,8.688769,-19.592016,10.330754,0.76979,11.15445,-3.4390523,9.730017,-3.625895,8.148298,1.0708675,12.368333
Ses01F_impro07_F004,2,0.01834232,0.029579412,0.022871878,0.018694323,0.1721132897603486,0.00218753348235623,0.046055323372497986,0.4722145885933483,-409.0595,45.41106,176.54376,31.162106,-13.727191,25.365032,14.692559,24.048826,25.455671,16.182808,-8.078667,16.97987,6.7892804,16.932413,-1.585815,12.220902,-14.309223,10.560109,1.4151769,11.043922,-3.0820806,10.53271,-5.286007,8.020193,2.277632,9.15257
Ses01F_impro07_F005,2,0.10139013,0.15574645,0.12513253,0.09239126,0.22134387351778656,-0.1463997468817979,1.408888391718484,7.538037835753185,-245.2772,61.122105,191.81676,26.942755,-64.61495,33.10603,-7.01244,22.813412,20.82828,22.396255,-17.690321,19.292017,0.3184274,19.060648,-10.366435,13.816185,-16.643196,12.206532,0.1629348,14.576305,-11.645684,11.159185,-6.6788735,8.850753,-0.6710398,11.230237
Ses01F_impro07_F006,8,0.044495784,0.08684921,0.05478863,0.06733581,0.35069885641677256,-0.08738391625229269,0.26505291609147774,5.592657225629031,-324.03616,66.933304,154.60811,37.771667,-16.011398,37.79123,-11.48675,20.158276,17.039017,16.702887,-3.5425127,15.088913,-6.0974736,15.003258,-5.335117,12.313023,-12.045699,12.3761635,-6.116567,14.611414,-1.0097939,10.969628,-1.0252017,11.144336,-1.2685375,10.482482
Ses01F_impro07_F007,8,0.02060697,0.034494687,0.025687302,0.022972675,0.31227651966626935,-0.006940273124200758,0.057624441241135894,1.1581809483935126,-413.58746,65.377754,179.78595,35.45891,-21.282393,34.88215,8.431012,18.430912,29.71646,16.685186,-6.774103,14.6823435,0.44807595,12.94229,-3.3369489,12.909283,-12.209894,12.932369,1.6364595,9.500775,-2.464774,9.92595,-6.101332,9.079439,-0.16943549,10.808152
Ses01F_impro07_F008,8,0.014508857,0.025386063,0.018245544,0.017632816,0.3508771929824561,-0.003445083848419017,0.02820770866893202,0.5095293921038689,-432.98026,54.274944,179.6011,35.43393,-21.597797,28.96963,7.5685954,20.533442,26.70831,15.471639,-8.405375,14.604447,6.380058,15.042184,1.9249529,11.320672,-16.437572,10.811939,-1.1552386,10.279847,1.7276814,9.69409,-2.6273174,8.569566,3.1663249,7.7313538
Ses01F_impro07_F009,2,0.0086621,0.017946409,0.010904542,0.014196412,0.467005076142132,-0.01030609018926043,0.009593598966048856,0.06371236644053441,-460.21942,51.841293,171.1461,30.84206,-39.18369,31.607187,12.676658,22.60759,32.27244,7.5479827,-7.059385,13.403063,12.970621,11.335823,1.6767268,7.915934,-15.037022,7.891417,9.302098,8.929482,7.42463,11.18359,0.87379533,6.777917,5.958707,6.8267856
Ses01F_impro07_F010,2,0.021687059,0.050120227,0.027522,0.04182329,0.4969512195121951,-0.011606778571149334,0.06042725638738496,0.6539231410786776,-384.4853,77.37613,138.5992,40.72269,-16.308973,43.123386,8.165731,25.235886,24.455374,18.946898,-1.5937666,18.10131,7.5508413,10.98128,2.7166524,8.391425,-9.66299,9.301265,-1.7402045,11.642506,-2.871556,9.325465,-1.774903,8.407189,2.251663,9.186393
Ses01F_impro07_F011,8,0.021051908,0.04350608,0.0263495,0.034592304,0.4392935982339956,-0.005220791535975877,0.057640016058955246,0.8601684933245277,-406.68262,72.956314,145.18633,41.400303,-8.115925,37.327473,0.7760401,23.90954,25.155127,14.031146,5.7702837,12.721601,4.047463,12.708096,-2.4433444,12.284703,-13.411174,13.158605,-2.461395,11.064328,5.7573147,11.867961,1.5250438,8.191499,-2.282388,8.536285
Ses01F_impro07_F012,2,0.034354445,0.064398214,0.0425045,0.0483331,0.3155818540433925,-0.01204580894409446,0.1578140112648339,1.9021930366359265,-355.68085,70.846436,163.33185,36.794056,-25.014309,37.953224,6.434465,18.834665,29.663897,15.01472,-5.985426,18.679483,-0.10076302,12.826749,-4.3007817,14.751266,-19.163168,11.739863,-8.421861,13.682338,-3.680642,11.224836,-2.532296,8.505713,0.94071317,10.2532215
Ses01F_impro07_F013,2,0.027142148,0.0503062,0.034492947,0.03655726,0.4138486312399356,-0.0062406525103142485,0.09794411218514919,1.8506797225083906,-370.14066,69.22816,177.24725,39.96625,-35.638897,36.163967,10.512337,22.352634,27.587284,13.653922,-11.916162,16.836557,4.936977,13.500906,-3.7674284,11.729117,-16.864647,11.833526,-1.4659534,12.027828,-5.7048883,11.660672,-3.0584166,8.370591,2.3564053,10.375115
Ses01F_impro07_F014,8,0.017784998,0.027912972,0.021777231,0.017441388,0.22378378378378377,-0.005346125362848397,0.04450411024630022,0.8561081662644006,-413.55658,47.889088,157.2933,31.334188,-0.740568,26.166111,6.500573,19.590425,29.517246,17.348427,3.1092734,12.190257,-1.9657617,12.673884,-4.348121,10.236193,-13.208304,12.690071,-4.6004806,12.409132,-0.6272721,11.272101,-4.6304016,8.650192,-1.4165324,9.464408
Ses01F_impro07_F015,8,0.030288622,0.05342362,0.038525417,0.036956836,0.37751004016064255,-0.010405793545942288,0.1239648209116191,0.7761348656310079,-351.66675,64.422134,173.05052,36.11509,-42.551983,31.867945,9.191243,16.133255,30.88736,13.145784,-11.913688,16.196335,0.59638005,14.020125,-8.017529,10.352654,-18.176636,9.644301,0.41513246,12.894263,-6.0269046,15.769482,-7.787756,10.894586,0.4000833,8.923908
Ses01F_impro07_F016,2,0.016319755,0.029798808,0.020523354,0.021585636,0.3269230769230769,-0.0031279432732844725,0.03591438293987338,0.8324877751852826,-407.11307,65.40376,163.26552,36.05918,-14.412098,31.095175,5.8207374,14.80038,29.357271,13.806179,0.5421856,13.951598,0.8746581,12.692032,-5.9476237,12.69821,-14.031069,12.74534,-0.16367185,8.784901,-0.29593045,11.148774,-3.800363,9.3798,1.2198958,9.31326
Ses01F_impro07_M000,2,0.051155936,0.11572168,0.060900785,0.09835145,0.4423076923076923,-0.16115796461235732,0.3329860380049242,1.8537783336576705,-355.61353,106.72206,135.84715,47.448166,-20.406609,56.003796,7.7104616,23.689827,21.934174,18.752441,-3.7230108,18.689657,4.5191565,13.874349,-1.9762549,12.2341175,-10.279297,11.942673,-2.800385,16.649906,-3.9043775,11.097277,0.60847354,9.393867,1.3326021,7.352488
Ses01F_impro07_M001,2,0.09483535,0.17418739,0.11562453,0.12995309,0.4581151832460733,0.02901421976275742,1.182186768723203,15.866715824186475,-242.9411,87.89229,147.41023,44.58419,-35.653908,42.03204,-6.443061,19.283285,11.438499,13.110938,-13.019951,17.159048,0.16304296,16.753046,-5.6985064,12.410608,-9.637405,10.868891,3.433874,15.838931,-3.4690158,10.9863825,-1.1842364,8.637775,2.9984941,8.755683
Ses01F_impro07_M002,2,0.052360553,0.08390715,0.06553743,0.05228364,0.26905829596412556,-0.0015217364079944673,0.3825391231760347,3.594288464805022,-309.1736,65.43706,162.1409,32.931664,-22.566671,37.278984,-10.744073,15.516801,12.224651,13.5756645,-13.009263,17.521381,-8.812694,15.61388,-8.145815,10.310764,-13.540334,11.732509,-5.991776,9.848183,-6.998801,10.261418,-6.0702252,9.276834,-3.4602532,10.179557
Ses01F_impro07_M003,2,0.031544875,0.052132085,0.03949725,0.033850152,0.29559748427672955,-0.006728925200150115,0.13596483398913875,2.3120696562718237,-362.72577,75.03183,191.44423,39.85329,-30.8921,36.998035,-3.7732303,19.59456,33.685856,19.77589,-7.3443236,19.783138,-11.012047,17.218662,-7.066199,11.958407,-15.38651,11.773942,-3.9556289,10.579372,1.817592,11.715552,-2.4621167,8.808705,-1.0910078,9.790484
Ses01F_impro07_M004,2,0.033812344,0.0703792,0.041565813,0.05672854,0.3303964757709251,0.0005402951046562521,0.1487313092688851,2.6613129579659365,-347.51474,68.6858,154.99849,34.419605,-7.3877854,39.534695,0.5114879,19.225346,21.392881,17.427135,0.6654962,20.642956,0.7385731,12.880652,-4.087472,10.279792,-11.347451,10.658859,-5.258622,12.753937,-5.8876033,9.994558,-3.8707252,8.067615,-0.7079742,10.649423
Ses01F_impro07_M005,2,0.07074703,0.120001085,0.08785132,0.08172071,0.3207171314741036,-0.07534152246080339,0.6788072043337977,7.343686580398747,-291.76514,70.86356,176.35863,37.420174,-36.037407,42.427135,-1.4056345,29.280401,17.885563,20.915157,-12.08778,20.742712,0.7909069,19.714502,-9.353357,12.9987335,-14.953771,12.238997,-0.8103404,13.954664,-10.434397,11.804867,-7.3256516,10.266159,-0.7101558,10.90181
Ses01F_impro07_M006,2,0.048306525,0.10098122,0.058818627,0.08197307,0.46747967479674796,-0.1366159413009882,0.30674442426276355,4.657386426468106,-332.89633,77.11112,146.71518,41.173332,-13.619631,42.414368,-8.412844,19.462759,12.971311,14.157995,-5.5380635,15.328349,-2.42297,13.537349,-2.7960994,11.435704,-8.968319,12.541819,-1.9898533,14.134589,-0.5082989,11.620543,-1.0782406,11.374532,-0.06566452,9.398837
Ses01F_impro07_M007,2,0.05664549,0.10461626,0.069031246,0.078566335,0.34987277353689566,-0.0008804045137367211,0.42881944069639943,8.38544129264987,-324.43823,79.65476,154.41878,39.833267,-19.686209,42.160324,-1.6937696,18.709291,22.721992,16.372715,-4.6208506,18.692339,-3.32054,16.141356,-5.921849,10.853558,-15.875922,10.795017,-8.573598,13.481575,-5.908123,12.718605,-4.8914075,10.330078,-2.5901508,9.158328
Ses01F_impro07_M008,2,0.026009759,0.042229522,0.03294307,0.02624155,0.2610619469026549,-0.009720874913909938,0.09269037130665445,0.6040998661437632,-378.24728,60.544163,211.12314,39.40214,-51.136883,24.0633,5.640377,22.058392,34.19036,19.530691,-14.266204,14.791814,-0.4804124,12.614878,-6.130924,11.086066,-13.082716,8.818673,5.975126,9.816112,-3.7698321,11.138213,-3.2130582,7.1775656,5.557584,8.400177
Ses01F_impro07_M009,2,0.019118868,0.030488178,0.023425331,0.019410577,0.27205882352941174,-0.006493271484941943,0.04982746510382611,0.5324517471420078,-439.34946,51.428844,176.5958,28.602394,-3.737056,25.785324,8.802356,16.879902,25.186459,12.766872,-3.5859013,15.064839,2.7962244,12.318288,-0.05390975,13.108504,-10.334945,12.083866,-0.5811633,8.631856,-3.0376353,8.977808,-7.313008,9.066072,-3.3077734,9.472606
Ses01F_impro07_M010,8,0.013277516,0.019758169,0.016779779,0.010221577,0.22388059701492538,-0.0024935636702139163,0.02521809575531823,0.07999253665179946,-444.44357,49.278355,223.11699,36.608738,-31.312372,25.024677,2.1159637,18.143373,26.959084,22.20078,-15.835817,15.07921,1.771014,10.010396,2.348927,10.442555,-13.789151,9.419177,1.1563535,7.565982,0.15055984,11.529697,-4.2419853,8.420607,2.3406358,5.6322756
Ses01F_impro07_M011,8,0.005730946,0.008808259,0.0071585844,0.0050905463,0.14678899082568808,-0.0030460489597317064,0.004563671481629618,0.024089229903300376,-496.12164,35.301823,202.93222,26.553383,-45.80777,34.475883,26.235428,13.261342,35.48177,7.822584,-13.072685,9.664521,19.845821,11.336682,-0.32170272,10.035518,-18.81693,10.820023,11.731482,10.423116,0.0050036055,8.799104,-4.411002,7.1328354,7.685572,8.584064
Ses01F_impro07_M012,7,0.013684724,0.022730136,0.01726691,0.014774457,0.32114882506527415,-0.005441084795165807,0.025352676211171824,0.2186763461224653,-442.8869,54.913586,181.05014,36.708782,-29.969744,27.321896,24.890793,26.17101,36.302265,18.362955,-9.00992,14.626141,14.104617,14.508413,4.086246,8.895881,-15.118859,8.861919,1.9089761,11.1068945,-4.739789,12.06965,-5.786746,8.625847,4.2994766,9.988384
Ses01F_impro07_M013,7,0.02833041,0.05173052,0.035771653,0.037287854,0.3409090909090909,-0.009765725735633168,0.10655877154252057,0.9301976906595439,-364.40805,65.755196,162.1228,35.726368,-24.792387,39.84384,2.9199302,27.56165,25.840832,18.313837,-1.5920132,17.55561,6.406756,11.8531685,-1.8860058,10.182297,-15.172184,10.220702,-5.970274,13.844068,-6.940459,9.632812,-3.4434242,8.61047,1.5536244,8.956455
Ses01F_impro07_M014,2,0.036790233,0.06847939,0.045372263,0.051228005,0.3310502283105023,-0.00968833683145931,0.18189996104144657,2.2872038851828727,-359.36697,80.30664,161.7099,40.369728,-24.192593,41.46844,5.6895623,19.25004,30.408987,15.218078,-3.8347666,19.76464,-0.7498162,12.822212,-5.076,15.108263,-18.003954,12.927988,-8.508992,14.344375,-4.456136,11.575294,-2.7388024,8.265933,-0.24836445,9.943632
Ses01F_impro07_M015,2,0.034592178,0.07132943,0.043250438,0.056716803,0.4389438943894389,0.04579332016874105,0.1572063058366648,3.9102155010998776,-342.46286,77.44325,156.09747,44.050343,-22.589766,38.71076,2.984655,22.391712,24.67731,14.717228,-4.5603304,18.472328,0.06806675,14.117477,-4.567386,11.93558,-13.17752,11.66249,-4.4876266,14.6952915,-5.0418043,11.387557,-1.8188415,8.208402,0.48279554,9.587436
Ses01F_impro07_M016,8,0.010673108,0.019411454,0.013222343,0.014195677,0.3595959595959596,-0.004279181666788645,0.015241346754581608,0.22286409028333853,-444.02072,51.281975,160.28775,34.262615,-11.69453,33.08967,16.613317,19.131697,23.69232,11.276012,-7.2039566,10.791016,9.927997,13.225543,3.8057473,10.067512,-8.415171,10.113169,1.4403071,11.48049,-5.5038767,11.742507,-2.6838112,7.5425878,7.548701,8.805415
Ses01F_impro07_M017,2,0.015561343,0.019914847,0.018349133,0.0074113137,0.06168831168831169,-0.003271321702413843,0.03571670060107351,0.25943203423882166,-480.42227,28.054794,196.88753,16.69266,-11.090844,21.186373,20.473959,16.659012,34.94062,12.616624,-4.658318,9.363087,3.8165505,11.606565,-5.8924694,8.778344,-14.025857,5.2581387,3.8758516,9.912553,-4.565264,8.873173,-6.299993,7.6913347,4.075847,8.172469
Ses01F_impro07_M018,7,0.017258095,0.030606028,0.021573784,0.021613048,0.3131067961165049,-0.0024766616206761682,0.040588503505746595,0.4577916822837729,-402.4161,55.477806,157.41656,38.020473,-6.6137085,24.389194,14.977933,20.284996,35.05862,16.876593,1.4946704,15.426124,1.3802779,16.10149,-2.4246678,9.795485,-15.867149,13.219182,-6.9533477,14.185777,-3.6494422,12.295411,-7.157475,8.949432,-2.8631961,11.0275135
Ses01F_impro07_M019,1,0.016600812,0.031663977,0.020930624,0.023677247,0.3433362753751103,-0.004306295068090549,0.03680372800471956,1.07797042267046,-400.97455,64.52945,156.40909,35.650513,-12.043548,31.240171,6.5772223,14.305785,28.83192,13.652226,0.8320584,13.91029,0.8393444,12.624998,-4.5472836,11.90784,-12.738755,11.72887,-1.6621596,10.102835,-2.1053512,12.188137,-4.448745,9.167765,0.7132872,9.504509
Ses01F_impro06_F000,8,0.002628462,0.0043621445,0.0032823803,0.002868036,0.003436426116838488,-0.00449329081675387,0.0009382554876757297,0.0073364260495529295,-583.373,16.654814,200.7739,13.768014,-19.716196,5.881962,23.287586,5.3589315,31.188414,6.431361,-14.48458,4.8842716,11.527701,8.830313,8.098819,7.5801487,-7.3976345,4.6228256,11.533704,3.8807137,3.1749458,4.113215,-1.5054938,3.9713268,11.6806,4.07211
Ses01F_impro06_F001,8,0.0050685126,0.0073005627,0.0061847065,0.003845383,0.125,-0.002739086767178378,0.0035783410578525913,0.012469174704960458,-539.10223,21.793938,201.41386,17.633377,-3.3474598,13.085245,16.17549,9.081292,30.090584,7.9895105,-4.6724133,6.0366817,12.102611,5.5090737,8.298954,5.595265,-11.427173,6.909145,2.8578148,7.7054186,3.9177687,6.287892,-2.5998836,5.7182813,3.8990843,6.7286367
Ses01F_impro06_F002,3,0.002486185,0.003872338,0.0029855766,0.0024428337,0.0,-0.0028696922527160496,0.0008497076166478069,0.0031503724766688483,-584.77545,9.070797,193.92207,8.743344,-10.9044075,4.3484483,21.727446,3.6727755,29.55612,4.5412087,-12.465336,4.7997117,11.422031,3.9029846,10.899705,4.0416865,-6.890227,4.1591573,9.885073,4.232143,5.914993,4.3945675,-1.594145,3.8531923,8.306178,3.4719458
Ses01F_impro06_F003,7,0.0022496989,0.003378896,0.0027891498,0.0018927149,0.0,-0.013027211934968363,0.0007221735893814149,0.002355501098146954,-596.88293,14.596189,208.65694,9.417961,-29.719378,9.858361,31.412172,5.6487603,31.51735,7.6718435,-17.511871,5.001299,18.257088,6.963927,6.189807,5.8048043,-9.909939,4.632446,14.280681,5.612677,0.86785114,5.485106,-1.9035993,5.984946,10.431121,5.6291146
Ses01F_impro06_F004,7,0.0020995445,0.0028534336,0.0025921708,0.001179221,0.0,-0.008443115802947432,0.0006488622280092771,0.002973368351649849,-600.0827,11.563649,207.49014,7.385506,-23.595089,6.1880245,28.419716,7.2137723,31.629883,6.7414117,-17.32846,4.6504545,16.314829,5.0121384,9.978935,4.6816835,-9.710139,3.9280891,11.92811,4.3923054,3.298254,4.7868977,-1.7580183,5.1495466,10.879962,4.0451803
Ses01F_impro06_F005,3,0.003822518,0.006032252,0.004695967,0.0037780427,0.1681109185441941,-0.008263048584922217,0.0019787588306824015,0.031130042712194182,-555.0507,31.045383,198.10947,23.260025,-17.067816,13.649448,20.69587,13.55177,29.936745,8.332853,-12.732146,6.7664094,10.517065,9.05144,4.9603567,9.4265175,-11.58367,7.6367555,9.601314,6.5606923,5.6753964,6.1946526,-0.15967637,5.3612924,10.188367,5.068073
Ses01F_impro06_F006,3,0.004265524,0.0070263343,0.005332592,0.004570737,0.279383429672447,-0.005696731932403054,0.002463155717329525,0.06295361242091871,-534.60034,37.61461,185.6441,24.648796,-10.705614,16.325348,20.70162,14.598684,31.222908,11.638842,-8.30771,8.276302,8.40484,10.390829,3.0579247,10.013563,-11.374596,9.665906,7.334523,8.424543,3.6555593,8.233458,-3.0056021,7.341976,6.2623434,6.294628
Ses01F_impro06_F007,3,0.0037139542,0.0059234714,0.0046248403,0.0036952577,0.1492753623188406,-0.007478579846065259,0.0019201519008742289,0.03370067461311175,-547.3276,33.07361,199.4679,24.1087,-19.063807,15.954903,18.5311,14.416164,30.424862,10.209801,-9.9386835,7.7917314,11.581791,9.467365,2.759185,9.491934,-13.2152405,8.526612,9.422392,8.225978,4.490696,7.606532,-2.0998802,5.962484,8.351884,5.55193
Ses01F_impro06_F008,3,0.0032300784,0.004742899,0.0040069893,0.002535719,0.01522248243559719,-0.008097507816273719,0.0014813216055402823,0.026738655367400135,-559.37274,26.45697,206.43224,18.681694,-23.309372,13.131392,22.786474,11.524014,34.311764,10.577522,-13.137827,7.451585,10.824149,9.910537,4.8230867,8.285204,-11.656472,7.552819,10.943341,7.1091747,4.726211,7.806387,-1.5730983,6.0911274,10.326177,5.940643
Ses01F_impro06_F009,7,0.00363122,0.005504729,0.0045752297,0.003055405,0.08269525267993874,-0.00621357776253717,0.001829212342438101,0.03173430091537737,-548.248,37.5309,205.49014,22.124949,-24.753939,19.791647,24.943848,13.782845,32.64016,10.966922,-13.60156,7.662648,14.193428,11.0297785,4.0109334,9.87754,-13.55672,10.456967,10.54365,8.215796,2.6290264,7.6963334,-2.7455444,5.9704075,9.35937,5.640795
Ses01F_impro06_F010,3,0.0022387838,0.0031907058,0.0028097748,0.0014994193,0.0,-0.0055114242059062235,0.0007249377936849704,0.008639749277404307,-590.5109,22.720722,216.71527,15.691278,-32.084686,12.822394,29.368916,12.642123,35.281754,8.287619,-18.349606,7.6576443,15.004408,7.1540756,6.784197,6.95532,-11.082619,5.5766964,13.52925,5.8489075,2.562877,6.604726,-2.999877,6.185294,10.09938,4.847583
Ses01F_impro06_F011,3,0.003473551,0.005358405,0.004348752,0.0031308653,0.07082371054657428,-0.007496247235394549,0.001687542477625555,0.052701978419214895,-548.8069,35.158806,200.27759,24.650282,-19.496246,17.952364,18.467598,16.984356,32.85555,12.047146,-11.178575,8.722424,8.301176,11.235201,4.9210677,9.54748,-10.770292,8.3265705,8.905058,7.4251995,5.2755785,7.0890512,-2.2805269,5.9057765,7.0535536,5.542227
Ses01F_impro06_F012,3,0.007644392,0.0145700965,0.009584463,0.01096907,0.4398447606727037,-0.005853359198226826,0.007639183874587347,0.1716254193657651,-486.9756,54.916206,171.2348,34.353664,-8.03235,25.519882,14.275106,17.90551,26.791342,11.696155,-7.9063234,12.717552,4.7193775,11.936093,1.3937596,11.27443,-13.255784,12.284486,4.5087795,9.401742,6.929373,8.178754,-1.5225528,6.8432646,4.0741305,6.464621
Ses01F_impro06_F013,3,0.0022458208,0.0031657047,0.002748122,0.0015437226,0.0,-0.007616305083502084,0.0007131703386164343,0.0024233670609137233,-595.28674,19.056604,214.56303,16.416594,-29.523558,7.518467,25.15577,6.0678945,30.682285,4.577532,-17.234724,4.5885816,17.525,5.2450013,9.538213,5.420016,-9.428698,3.952962,13.688578,4.9356523,4.0876546,4.277786,-0.3785294,3.8236904,12.258454,4.361273
